index,start_us,duration_us,gap_to_next_kernel_us,layer,role,kind,short_name,grid_x,block_x,graph_node_id
194,11253.664,0.928,99.776,11,moe_sum,moe_sum,triton_poi_fused_copy__mul_sum_0,16,128,
195,11354.368,2.144,68.16,12,operator_norm,fused_add_rmsnorm,FusedAddRMSNormKernel,1,32,
196,11424.672,8.896,19.936,12,conv_in_proj,gemm,nvjet_tst_64x8_64x16_4x1_v_bz_TNT,4,384,
197,11453.504,0.992,23.84,12,conv_b_gate_mul,mul,vectorized_elementwise_kernel,2,128,
198,11478.336,1.12,19.488,12,conv_cache_indices_cast,copy_int,unrolled_elementwise_kernel,1,128,
199,11498.944,2.336,16.256,12,conv_kernel,conv_update,causal_conv1d_update_kernel,1,64,
200,11517.536,0.992,35.008,12,conv_c_gate_mul,mul,vectorized_elementwise_kernel,2,128,
201,11553.536,5.6,21.216,12,conv_out_proj,gemm,nvjet_tst_64x8_64x16_4x1_v_bz_TNT,4,384,
202,11580.352,2.112,29.601,12,ffn_norm,fused_add_rmsnorm,FusedAddRMSNormKernel,1,32,
203,11612.065,4.768,33.024,12,moe_router,gemm,nvjet_tst_64x8_64x16_1x1_v_bz_TNT,1,384,
204,11649.857,2.016,129.44,12,moe_topk,topk_sigmoid,topkGatingSigmoid,1,32,
205,11781.313,4.416,68.832,12,moe_align,moe_align,moe_align_block_size_small_batch_expert_kernel,1,289,
206,11854.561,19.872,2.656,12,moe_up,fused_moe,fused_moe_kernel,448,128,
207,11877.089,1.184,54.24,12,moe_activation,act_and_mul,act_and_mul_kernel,4,224,
208,11932.513,14.656,79.137,12,moe_down,fused_moe,fused_moe_kernel,256,128,
209,12026.306,0.96,91.008,12,moe_sum,moe_sum,triton_poi_fused_copy__mul_sum_0,16,128,
210,12118.274,2.336,89.216,13,operator_norm,fused_add_rmsnorm,FusedAddRMSNormKernel,1,32,
211,12209.826,8.832,24.32,13,conv_in_proj,gemm,nvjet_tst_64x8_64x16_4x1_v_bz_TNT,4,384,
212,12242.978,0.96,25.408,13,conv_b_gate_mul,mul,vectorized_elementwise_kernel,2,128,
213,12269.346,1.024,21.536,13,conv_cache_indices_cast,copy_int,unrolled_elementwise_kernel,1,128,
214,12291.906,2.784,15.776,13,conv_kernel,conv_update,causal_conv1d_update_kernel,1,64,
215,12310.466,1.184,37.665,13,conv_c_gate_mul,mul,vectorized_elementwise_kernel,2,128,
216,12349.315,5.568,23.072,13,conv_out_proj,gemm,nvjet_tst_64x8_64x16_4x1_v_bz_TNT,4,384,
217,12377.955,1.888,30.944,13,ffn_norm,fused_add_rmsnorm,FusedAddRMSNormKernel,1,32,
218,12410.787,4.736,34.848,13,moe_router,gemm,nvjet_tst_64x8_64x16_1x1_v_bz_TNT,1,384,
219,12450.371,2.016,130.336,13,moe_topk,topk_sigmoid,topkGatingSigmoid,1,32,
220,12582.723,4.416,70.624,13,moe_align,moe_align,moe_align_block_size_small_batch_expert_kernel,1,289,
221,12657.763,19.328,3.809,13,moe_up,fused_moe,fused_moe_kernel,448,128,
222,12680.9,1.216,54.368,13,moe_activation,act_and_mul,act_and_mul_kernel,4,224,
223,12736.484,15.488,86.752,13,moe_down,fused_moe,fused_moe_kernel,256,128,
224,12838.724,1.024,94.4,13,moe_sum,moe_sum,triton_poi_fused_copy__mul_sum_0,16,128,
225,12934.148,2.08,48.256,14,operator_norm,fused_add_rmsnorm,FusedAddRMSNormKernel,1,32,
226,12984.484,5.824,47.552,14,attn_qkv_proj,gemm,nvjet_tst_64x8_64x16_4x1_v_bz_TNT,4,384,
227,13037.86,1.952,22.881,14,attn_q_norm,rmsnorm,RMSNormKernel,32,32,
228,13062.693,1.664,50.624,14,attn_k_norm,rmsnorm,RMSNormKernel,8,32,
229,13114.981,1.536,56.384,14,attn_rope,rope,BatchQKApplyRotaryPosIdsCosSinCacheHeadParallelismKernel,1,8,
230,13172.901,1.024,60.48,14,attn_store_kv,store_kv,store_kvcache,1,128,
231,13234.405,2.656,11.584,14,attn_prepare,attention_prepare,prepare_varlen_num_blocks_kernel,1,32,
232,13248.645,7.36,53.152,14,attn_kernel,attention,device_kernel,132,512,
233,13309.157,5.6,24.0,14,attn_out_proj,gemm,nvjet_tst_64x8_64x16_4x1_v_bz_TNT,4,384,
234,13338.757,1.952,32.32,14,ffn_norm,fused_add_rmsnorm,FusedAddRMSNormKernel,1,32,
235,13373.029,5.088,35.169,14,moe_router,gemm,nvjet_tst_64x8_64x16_1x1_v_bz_TNT,1,384,
236,13413.286,2.016,134.816,14,moe_topk,topk_sigmoid,topkGatingSigmoid,1,32,
237,13550.118,4.288,78.56,14,moe_align,moe_align,moe_align_block_size_small_batch_expert_kernel,1,289,
238,13632.966,20.96,3.2,14,moe_up,fused_moe,fused_moe_kernel,448,128,
239,13657.126,1.248,55.584,14,moe_activation,act_and_mul,act_and_mul_kernel,4,224,
240,13713.958,14.656,92.513,14,moe_down,fused_moe,fused_moe_kernel,256,128,
241,13821.127,0.992,98.368,14,moe_sum,moe_sum,triton_poi_fused_copy__mul_sum_0,16,128,
242,13920.487,2.336,68.416,15,operator_norm,fused_add_rmsnorm,FusedAddRMSNormKernel,1,32,
243,13991.239,9.216,21.568,15,conv_in_proj,gemm,nvjet_tst_64x8_64x16_4x1_v_bz_TNT,4,384,
244,14022.023,0.992,26.208,15,conv_b_gate_mul,mul,vectorized_elementwise_kernel,2,128,
245,14049.223,1.632,20.576,15,conv_cache_indices_cast,copy_int,unrolled_elementwise_kernel,1,128,
246,14071.431,2.4,16.576,15,conv_kernel,conv_update,causal_conv1d_update_kernel,1,64,
247,14090.407,1.216,34.593,15,conv_c_gate_mul,mul,vectorized_elementwise_kernel,2,128,
248,14126.216,5.44,20.864,15,conv_out_proj,gemm,nvjet_tst_64x8_64x16_4x1_v_bz_TNT,4,384,
249,14152.52,2.176,30.432,15,ffn_norm,fused_add_rmsnorm,FusedAddRMSNormKernel,1,32,
