index,start_us,duration_us,gap_to_next_activity_us,activity,name,bytes,kernel_index
143,8208.023,4.704,65.44,kernel,gemm,0,141
144,8278.167,2.016,142.945,kernel,topk_sigmoid,0,142
145,8423.128,4.416,82.88,kernel,moe_align,0,143
146,8510.424,19.52,5.312,kernel,fused_moe,0,144
147,8535.256,1.216,58.432,kernel,act_and_mul,0,145
148,8594.904,15.36,89.92,kernel,fused_moe,0,146
149,8700.184,0.928,102.113,kernel,moe_sum,0,147
150,8803.225,2.336,72.32,kernel,fused_add_rmsnorm,0,148
151,8877.881,9.12,20.448,kernel,gemm,0,149
152,8907.449,0.992,24.096,kernel,mul,0,150
153,8932.537,1.056,20.16,kernel,copy_int,0,151
154,8953.753,2.528,15.872,kernel,conv_update,0,152
155,8972.153,0.928,34.752,kernel,mul,0,153
156,9007.833,5.472,20.192,kernel,gemm,0,154
157,9033.497,1.92,30.592,kernel,fused_add_rmsnorm,0,155
158,9066.009,5.056,33.472,kernel,gemm,0,156
159,9104.537,2.016,130.113,kernel,topk_sigmoid,0,157
160,9236.666,4.384,70.624,kernel,moe_align,0,158
161,9311.674,19.904,3.808,kernel,fused_moe,0,159
162,9335.386,1.216,54.944,kernel,act_and_mul,0,160
163,9391.546,15.36,81.024,kernel,fused_moe,0,161
164,9487.93,0.961,90.4,kernel,moe_sum,0,162
165,9579.291,2.144,71.744,kernel,fused_add_rmsnorm,0,163
166,9653.179,5.888,49.664,kernel,gemm,0,164
167,9708.731,1.76,23.52,kernel,rmsnorm,0,165
168,9734.011,1.6,52.352,kernel,rmsnorm,0,166
169,9787.963,1.632,54.72,kernel,rope,0,167
170,9844.315,1.216,59.489,kernel,store_kv,0,168
171,9905.02,3.04,11.808,kernel,attention_prepare,0,169
172,9919.868,7.328,48.736,kernel,attention,0,170
173,9975.932,5.6,21.824,kernel,gemm,0,171
174,10003.356,2.048,30.304,kernel,fused_add_rmsnorm,0,172
175,10035.708,5.056,35.392,kernel,gemm,0,173
176,10076.156,2.464,131.424,kernel,topk_sigmoid,0,174
177,10210.044,4.289,74.464,kernel,moe_align,0,175
178,10288.797,20.32,3.456,kernel,fused_moe,0,176
179,10312.573,1.216,54.368,kernel,act_and_mul,0,177
180,10368.157,14.56,94.848,kernel,fused_moe,0,178
181,10477.565,0.992,101.889,kernel,moe_sum,0,179
182,10580.446,2.368,71.424,kernel,fused_add_rmsnorm,0,180
183,10654.238,9.216,23.584,kernel,gemm,0,181
184,10687.038,0.992,25.568,kernel,mul,0,182
185,10713.598,1.12,20.896,kernel,copy_int,0,183
186,10735.614,2.432,18.24,kernel,conv_update,0,184
