index,start_us,duration_us,gap_to_next_kernel_us,layer,role,kind,short_name,grid_x,block_x,graph_node_id
262,63743.775,617.41,1.248,10,attn_q_norm,rmsnorm,RMSNormKernel,512000,32,
263,64362.433,21.92,-0.128,10,attn_k_layout_copy,copy_bf16,elementwise_kernel,16000,128,
264,64384.225,155.904,2.112,10,attn_k_norm,rmsnorm,RMSNormKernel,128000,32,
265,64542.241,57.089,-0.128,10,attn_rope,rope,BatchQKApplyRotaryPosIdsCosSinCacheHeadParallelismKernel,1000,8,
266,64599.202,15.744,1.248,10,attn_store_kv,store_kv,store_kvcache,8000,128,
267,64616.194,3.328,-0.096,10,attn_prepare,attention_prepare,prepare_varlen_num_blocks_kernel,1,32,
268,64619.426,660.162,4.416,10,attn_kernel,attention,device_kernel,132,512,
269,65284.004,181.664,-0.16,10,attn_out_proj,gemm,nvjet_tst_192x192_64x4_1x2_h_bz_coopB_TNN,2,384,
270,65465.508,62.112,1.184,10,ffn_norm,fused_add_rmsnorm,FusedAddRMSNormKernel,16000,32,
271,65528.804,20.416,2.048,10,moe_router,gemm,nvjet_tst_32x128_64x10_1x2_h_bz_TNN,2,384,
272,65551.268,3.232,1.024,10,moe_topk,topk_sigmoid,topkGatingSigmoid,500,32,
273,65555.524,15.521,1.088,10,moe_align,moe_align,moe_align_block_size_kernel,2,1024,
274,65572.133,34.336,0.992,10,moe_count_sort,moe_count_sort,count_and_sort_expert_tokens_kernel,250,256,
275,65607.461,3181.609,2.048,10,moe_up,fused_moe,fused_moe_kernel,57848,128,
276,68791.118,153.473,2.048,10,moe_activation,act_and_mul,act_and_mul_kernel,64000,224,
277,68946.639,1601.476,1.152,10,moe_down,fused_moe,fused_moe_kernel,33056,128,
278,70549.267,74.561,-0.192,10,moe_sum,moe_sum,moe_sum_reduce_warp_per_token_vec_kernel,8,256,
279,70623.636,64.448,5.024,11,operator_norm,fused_add_rmsnorm,FusedAddRMSNormKernel,16000,32,
280,70693.108,528.993,2.049,11,conv_in_proj,gemm,nvjet_tst_192x192_64x4_2x1_v_bz_coopB_TNN,2,384,
281,71224.15,91.872,1.152,11,conv_b_gate_mul,mul,elementwise_kernel,64000,128,
282,71317.174,220.32,47.841,11,conv_layout_copy,copy_bf16,elementwise_kernel,64000,128,
283,71585.335,1.408,26.336,11,conv_cache_indices_cast,copy_int,unrolled_elementwise_kernel,1,128,
284,71613.079,61.6,1.152,11,conv_kernel,conv_fwd,causal_conv1d_fwd_kernel,4,128,
285,71675.831,227.841,4.16,11,conv_c_gate_mul,mul,elementwise_kernel,64000,128,
286,71907.832,182.528,-0.128,11,conv_out_proj,gemm,nvjet_tst_192x192_64x4_1x2_h_bz_coopB_TNN,2,384,
287,72090.232,61.792,1.088,11,ffn_norm,fused_add_rmsnorm,FusedAddRMSNormKernel,16000,32,
288,72153.112,21.92,0.992,11,moe_router,gemm,nvjet_tst_32x128_64x10_1x2_h_bz_TNN,2,384,
289,72176.024,3.264,0.96,11,moe_topk,topk_sigmoid,topkGatingSigmoid,500,32,
290,72180.248,15.36,0.992,11,moe_align,moe_align,moe_align_block_size_kernel,2,1024,
