model,regime,configuration,repeat,idx,ttft_ms,e2e_ms,output_tokens
lfm25,C64_O512,full_high_concurrency,1,11,353.62,3531.175,512
lfm25,C64_O512,full_high_concurrency,1,8,357.266,3534.676,512
lfm25,C64_O512,full_high_concurrency,1,6,359.986,3545.836,512
lfm25,C64_O512,full_high_concurrency,1,4,361.518,3547.639,512
lfm25,C64_O512,full_high_concurrency,1,15,351.954,3536.667,512
lfm25,C64_O512,full_high_concurrency,1,3,364.425,3558.483,512
lfm25,C64_O512,full_high_concurrency,1,1,365.727,3560.468,512
lfm25,C64_O512,full_high_concurrency,1,9,356.528,3553.461,512
lfm25,C64_O512,full_high_concurrency,1,17,348.852,3547.667,512
lfm25,C64_O512,full_high_concurrency,1,0,363.581,3569.04,512
lfm25,C64_O512,full_high_concurrency,1,12,352.798,3557.809,512
lfm25,C64_O512,full_high_concurrency,1,2,361.566,3584.803,512
lfm25,C64_O512,full_high_concurrency,1,13,350.997,3572.252,512
lfm25,C64_O512,full_high_concurrency,1,16,350.944,3623.063,512
lfm25,C64_O512,full_high_concurrency,1,43,451.07,3839.552,512
lfm25,C64_O512,full_high_concurrency,1,27,424.412,3855.844,512
lfm25,C64_O512,full_high_concurrency,1,45,484.283,3838.608,512
lfm25,C64_O512,full_high_concurrency,1,39,454.575,3845.009,512
lfm25,C64_O512,full_high_concurrency,1,62,473.763,3822.484,512
lfm25,C64_O512,full_high_concurrency,1,58,479.023,3827.898,512
lfm25,C64_O512,full_high_concurrency,1,48,481.876,3837.809,512
lfm25,C64_O512,full_high_concurrency,1,37,456.545,3851.616,512
lfm25,C64_O512,full_high_concurrency,1,31,462.6,3858.564,512
lfm25,C64_O512,full_high_concurrency,1,40,453.563,3850.598,512
lfm25,C64_O512,full_high_concurrency,1,19,434.782,3873.65,512
lfm25,C64_O512,full_high_concurrency,1,29,422.627,3862.044,512
lfm25,C64_O512,full_high_concurrency,1,36,457.578,3855.062,512
lfm25,C64_O512,full_high_concurrency,1,51,480.078,3841.45,512
lfm25,C64_O512,full_high_concurrency,1,35,457.794,3856.479,512
lfm25,C64_O512,full_high_concurrency,1,24,427.678,3867.961,512
lfm25,C64_O512,full_high_concurrency,1,47,483.012,3845.599,512
lfm25,C64_O512,full_high_concurrency,1,52,478.895,3841.254,512
lfm25,C64_O512,full_high_concurrency,1,59,478.076,3834.692,512
lfm25,C64_O512,full_high_concurrency,1,44,485.227,3848.815,512
lfm25,C64_O512,full_high_concurrency,1,23,428.381,3870.25,512
lfm25,C64_O512,full_high_concurrency,1,55,475.734,3839.391,512
lfm25,C64_O512,full_high_concurrency,1,57,479.973,3837.476,512
lfm25,C64_O512,full_high_concurrency,1,18,416.129,3878.023,512
lfm25,C64_O512,full_high_concurrency,1,49,481.324,3845.857,512
lfm25,C64_O512,full_high_concurrency,1,25,425.562,3869.566,512
lfm25,C64_O512,full_high_concurrency,1,34,459.749,3860.861,512
lfm25,C64_O512,full_high_concurrency,1,30,420.817,3865.096,512
lfm25,C64_O512,full_high_concurrency,1,53,478.021,3843.15,512
lfm25,C64_O512,full_high_concurrency,1,22,430.487,3875.226,512
lfm25,C64_O512,full_high_concurrency,1,60,476.987,3837.319,512
lfm25,C64_O512,full_high_concurrency,1,54,476.875,3843.411,512
lfm25,C64_O512,full_high_concurrency,1,33,460.206,3863.434,512
lfm25,C64_O512,full_high_concurrency,1,20,433.428,3878.62,512
lfm25,C64_O512,full_high_concurrency,1,56,474.952,3842.197,512
lfm25,C64_O512,full_high_concurrency,1,50,480.749,3848.094,512
lfm25,C64_O512,full_high_concurrency,1,63,472.828,3834.547,512
lfm25,C64_O512,full_high_concurrency,1,28,422.852,3869.686,512
lfm25,C64_O512,full_high_concurrency,1,26,424.952,3871.792,512
lfm25,C64_O512,full_high_concurrency,1,61,474.76,3837.486,512
lfm25,C64_O512,full_high_concurrency,1,38,455.03,3860.585,512
lfm25,C64_O512,full_high_concurrency,1,42,451.618,3857.108,512
lfm25,C64_O512,full_high_concurrency,1,46,484.023,3853.39,512
lfm25,C64_O512,full_high_concurrency,1,21,432.476,3880.099,512
lfm25,C64_O512,full_high_concurrency,1,32,461.116,3867.074,512
lfm25,C64_O512,full_high_concurrency,1,41,452.396,3858.994,512
lfm25,C128_O256,full_high_concurrency,2,37,149.021,2332.769,256
lfm25,C128_O256,full_high_concurrency,2,112,228.968,2155.218,256
lfm25,C128_O256,full_high_concurrency,2,45,173.654,2323.596,256
lfm25,C128_O256,full_high_concurrency,2,9,156.082,2367.544,256
lfm25,C128_O256,full_high_concurrency,2,39,182.281,2332.929,256
lfm25,C128_O256,full_high_concurrency,2,20,139.931,2356.143,256
lfm25,C128_O256,full_high_concurrency,2,23,139.432,2351.984,256
lfm25,C128_O256,full_high_concurrency,2,61,187.876,2306.705,256
lfm25,C128_O256,full_high_concurrency,2,62,184.956,2304.393,256
lfm25,C128_O256,full_high_concurrency,2,92,182.142,2183.631,256
lfm25,C128_O256,full_high_concurrency,2,51,199.916,2320.67,256
lfm25,C128_O256,full_high_concurrency,2,102,209.949,2173.346,256
lfm25,C128_O256,full_high_concurrency,2,18,146.653,2360.866,256
lfm25,C128_O256,full_high_concurrency,2,6,159.763,2375.584,256
lfm25,C128_O256,full_high_concurrency,2,43,177.192,2331.479,256
lfm25,C128_O256,full_high_concurrency,2,107,235.688,2168.226,256
lfm25,C128_O256,full_high_concurrency,2,1,164.432,2382.294,256
lfm25,C128_O256,full_high_concurrency,2,0,67.177,2384.054,256
lfm25,C128_O256,full_high_concurrency,2,76,165.67,2207.593,256
lfm25,C128_O256,full_high_concurrency,2,86,153.26,2195.599,256
lfm25,C128_O256,full_high_concurrency,2,33,153.719,2345.731,256
lfm25,C128_O256,full_high_concurrency,2,111,230.641,2164.791,256
lfm25,C128_O256,full_high_concurrency,2,7,155.613,2377.288,256
lfm25,C128_O256,full_high_concurrency,2,32,153.208,2346.923,256
lfm25,C128_O256,full_high_concurrency,2,110,231.546,2167.222,256
lfm25,C128_O256,full_high_concurrency,2,91,183.017,2189.876,256
lfm25,C128_O256,full_high_concurrency,2,29,154.707,2351.404,256
lfm25,C128_O256,full_high_concurrency,2,104,207.701,2176.147,256
lfm25,C128_O256,full_high_concurrency,2,77,164.192,2209.533,256
lfm25,C128_O256,full_high_concurrency,2,42,177.477,2337.964,256
lfm25,C128_O256,full_high_concurrency,2,13,148.723,2372.815,256
lfm25,C128_O256,full_high_concurrency,2,66,221.154,2305.72,256
lfm25,C128_O256,full_high_concurrency,2,120,225.11,2156.197,256
lfm25,C128_O256,full_high_concurrency,2,53,198.513,2325.963,256
lfm25,C128_O256,full_high_concurrency,2,16,146.397,2369.501,256
lfm25,C128_O256,full_high_concurrency,2,60,189.199,2316.554,256
lfm25,C128_O256,full_high_concurrency,2,80,160.334,2208.102,256
lfm25,C128_O256,full_high_concurrency,2,94,218.65,2190.1,256
lfm25,C128_O256,full_high_concurrency,2,96,178.187,2188.369,256
lfm25,C128_O256,full_high_concurrency,2,117,222.797,2163.008,256
lfm25,C128_O256,full_high_concurrency,2,2,161.636,2388.486,256
lfm25,C128_O256,full_high_concurrency,2,11,153.114,2378.906,256
lfm25,C128_O256,full_high_concurrency,2,67,219.455,2307.856,256
lfm25,C128_O256,full_high_concurrency,2,28,155.822,2356.98,256
lfm25,C128_O256,full_high_concurrency,2,25,159.539,2360.683,256
lfm25,C128_O256,full_high_concurrency,2,108,202.625,2175.32,256
lfm25,C128_O256,full_high_concurrency,2,5,159.603,2386.153,256
lfm25,C128_O256,full_high_concurrency,2,75,127.437,2216.419,256
lfm25,C128_O256,full_high_concurrency,2,3,162.431,2388.981,256
lfm25,C128_O256,full_high_concurrency,2,98,214.415,2188.991,256
lfm25,C128_O256,full_high_concurrency,2,82,158.619,2209.821,256
lfm25,C128_O256,full_high_concurrency,2,17,144.159,2373.484,256
lfm25,C128_O256,full_high_concurrency,2,105,205.973,2181.435,256
lfm25,C128_O256,full_high_concurrency,2,27,157.573,2361.097,256
lfm25,C128_O256,full_high_concurrency,2,88,187.001,2201.631,256
lfm25,C128_O256,full_high_concurrency,2,10,151.503,2382.754,256
lfm25,C128_O256,full_high_concurrency,2,68,136.307,2227.891,256
lfm25,C128_O256,full_high_concurrency,2,127,215.184,2153.255,256
lfm25,C128_O256,full_high_concurrency,2,93,181.784,2196.886,256
lfm25,C128_O256,full_high_concurrency,2,123,220.414,2158.724,256
lfm25,C128_O256,full_high_concurrency,2,34,149.601,2355.131,256
lfm25,C128_O256,full_high_concurrency,2,24,134.496,2366.246,256
lfm25,C128_O256,full_high_concurrency,2,125,218.268,2157.084,256
lfm25,C128_O256,full_high_concurrency,2,95,178.936,2195.298,256
lfm25,C128_O256,full_high_concurrency,2,40,182.241,2349.614,256
lfm25,C128_O256,full_high_concurrency,2,79,161.62,2216.345,256
lfm25,C128_O256,full_high_concurrency,2,36,149.052,2354.452,256
lfm25,C128_O256,full_high_concurrency,2,115,225.922,2172.401,256
lfm25,C128_O256,full_high_concurrency,2,124,219.393,2159.317,256
lfm25,C128_O256,full_high_concurrency,2,41,178.257,2348.602,256
lfm25,C128_O256,full_high_concurrency,2,101,211.344,2190.236,256
lfm25,C128_O256,full_high_concurrency,2,97,176.912,2195.121,256
lfm25,C128_O256,full_high_concurrency,2,100,211.941,2191.315,256
lfm25,C128_O256,full_high_concurrency,2,56,194.299,2330.361,256
lfm25,C128_O256,full_high_concurrency,2,65,221.942,2317.084,256
lfm25,C128_O256,full_high_concurrency,2,126,216.999,2158.386,256
lfm25,C128_O256,full_high_concurrency,2,71,132.497,2228.26,256
lfm25,C128_O256,full_high_concurrency,2,119,220.094,2168.607,256
lfm25,C128_O256,full_high_concurrency,2,8,155.838,2389.949,256
lfm25,C128_O256,full_high_concurrency,2,84,156.428,2214.099,256
lfm25,C128_O256,full_high_concurrency,2,113,227.99,2177.226,256
lfm25,C128_O256,full_high_concurrency,2,26,158.139,2367.954,256
lfm25,C128_O256,full_high_concurrency,2,50,168.61,2340.678,256
lfm25,C128_O256,full_high_concurrency,2,4,163.656,2396.754,256
lfm25,C128_O256,full_high_concurrency,2,12,153.849,2386.938,256
lfm25,C128_O256,full_high_concurrency,2,114,226.553,2177.563,256
lfm25,C128_O256,full_high_concurrency,2,103,209.468,2191.786,256
lfm25,C128_O256,full_high_concurrency,2,47,172.901,2345.46,256
lfm25,C128_O256,full_high_concurrency,2,55,195.615,2335.877,256
lfm25,C128_O256,full_high_concurrency,2,85,154.175,2214.244,256
lfm25,C128_O256,full_high_concurrency,2,59,190.196,2330.161,256
lfm25,C128_O256,full_high_concurrency,2,89,185.214,2207.693,256
lfm25,C128_O256,full_high_concurrency,2,121,224.137,2168.808,256
lfm25,C128_O256,full_high_concurrency,2,72,131.542,2230.131,256
lfm25,C128_O256,full_high_concurrency,2,22,138.44,2374.681,256
lfm25,C128_O256,full_high_concurrency,2,21,142.183,2376.418,256
lfm25,C128_O256,full_high_concurrency,2,74,127.935,2228.597,256
lfm25,C128_O256,full_high_concurrency,2,58,191.129,2332.959,256
lfm25,C128_O256,full_high_concurrency,2,35,149.027,2362.334,256
lfm25,C128_O256,full_high_concurrency,2,38,145.144,2359.789,256
lfm25,C128_O256,full_high_concurrency,2,81,159.28,2221.863,256
lfm25,C128_O256,full_high_concurrency,2,14,147.449,2388.083,256
lfm25,C128_O256,full_high_concurrency,2,64,181.812,2325.071,256
lfm25,C128_O256,full_high_concurrency,2,44,176.421,2352.434,256
lfm25,C128_O256,full_high_concurrency,2,118,220.576,2175.433,256
lfm25,C128_O256,full_high_concurrency,2,70,133.873,2235.947,256
lfm25,C128_O256,full_high_concurrency,2,87,189.315,2214.887,256
lfm25,C128_O256,full_high_concurrency,2,19,141.402,2383.048,256
lfm25,C128_O256,full_high_concurrency,2,31,153.201,2368.522,256
lfm25,C128_O256,full_high_concurrency,2,122,221.659,2170.627,256
lfm25,C128_O256,full_high_concurrency,2,48,171.158,2348.888,256
lfm25,C128_O256,full_high_concurrency,2,49,168.447,2347.615,256
lfm25,C128_O256,full_high_concurrency,2,30,154.192,2370.406,256
lfm25,C128_O256,full_high_concurrency,2,83,157.646,2222.128,256
lfm25,C128_O256,full_high_concurrency,2,90,183.945,2211.343,256
lfm25,C128_O256,full_high_concurrency,2,57,192.004,2337.815,256
lfm25,C128_O256,full_high_concurrency,2,78,162.659,2227.795,256
lfm25,C128_O256,full_high_concurrency,2,63,225.201,2328.705,256
lfm25,C128_O256,full_high_concurrency,2,15,147.867,2389.243,256
lfm25,C128_O256,full_high_concurrency,2,54,197.243,2343.104,256
lfm25,C128_O256,full_high_concurrency,2,106,205.174,2193.761,256
lfm25,C128_O256,full_high_concurrency,2,46,172.057,2352.682,256
lfm25,C128_O256,full_high_concurrency,2,52,199.461,2345.436,256
lfm25,C128_O256,full_high_concurrency,2,99,213.267,2203.083,256
lfm25,C128_O256,full_high_concurrency,2,69,134.199,2239.612,256
lfm25,C128_O256,full_high_concurrency,2,116,224.081,2182.525,256
lfm25,C128_O256,full_high_concurrency,2,73,129.875,2235.675,256
lfm25,C128_O256,full_high_concurrency,2,109,200.745,2191.223,256
lfm25,C64_O512,full_high_concurrency,2,31,147.91,3560.234,512
lfm25,C64_O512,full_high_concurrency,2,5,101.629,3597.051,512
lfm25,C64_O512,full_high_concurrency,2,54,154.803,3538.117,512
lfm25,C64_O512,full_high_concurrency,2,55,159.872,3537.731,512
lfm25,C64_O512,full_high_concurrency,2,45,165.605,3552.385,512
lfm25,C64_O512,full_high_concurrency,2,63,147.996,3528.471,512
lfm25,C64_O512,full_high_concurrency,2,19,124.554,3585.602,512
lfm25,C64_O512,full_high_concurrency,2,36,142.193,3564.835,512
lfm25,C64_O512,full_high_concurrency,2,2,105.107,3607.477,512
lfm25,C64_O512,full_high_concurrency,2,46,164.831,3553.782,512
lfm25,C64_O512,full_high_concurrency,2,62,149.149,3533.674,512
lfm25,C64_O512,full_high_concurrency,2,30,149.621,3576.754,512
lfm25,C64_O512,full_high_concurrency,2,26,154.823,3583.879,512
lfm25,C64_O512,full_high_concurrency,2,24,117.07,3587.762,512
lfm25,C64_O512,full_high_concurrency,2,49,162.534,3558.329,512
lfm25,C64_O512,full_high_concurrency,2,53,157.029,3552.851,512
lfm25,C64_O512,full_high_concurrency,2,13,91.327,3602.599,512
lfm25,C64_O512,full_high_concurrency,2,48,163.031,3559.6,512
lfm25,C64_O512,full_high_concurrency,2,37,140.443,3572.408,512
lfm25,C64_O512,full_high_concurrency,2,10,95.411,3607.541,512
lfm25,C64_O512,full_high_concurrency,2,34,144.752,3577.043,512
lfm25,C64_O512,full_high_concurrency,2,9,96.818,3610.285,512
lfm25,C64_O512,full_high_concurrency,2,50,160.011,3561.052,512
lfm25,C64_O512,full_high_concurrency,2,51,159.471,3560.255,512
lfm25,C64_O512,full_high_concurrency,2,42,169.498,3570.364,512
lfm25,C64_O512,full_high_concurrency,2,40,138.147,3573.739,512
lfm25,C64_O512,full_high_concurrency,2,44,167.023,3569.45,512
lfm25,C64_O512,full_high_concurrency,2,25,116.023,3593.965,512
lfm25,C64_O512,full_high_concurrency,2,14,130.169,3610.078,512
lfm25,C64_O512,full_high_concurrency,2,57,156.454,3555.947,512
lfm25,C64_O512,full_high_concurrency,2,52,157.511,3564.366,512
lfm25,C64_O512,full_high_concurrency,2,58,154.707,3556.626,512
lfm25,C64_O512,full_high_concurrency,2,16,128.388,3610.532,512
lfm25,C64_O512,full_high_concurrency,2,17,125.937,3610.633,512
lfm25,C64_O512,full_high_concurrency,2,1,70.695,3630.187,512
lfm25,C64_O512,full_high_concurrency,2,12,93.235,3618.048,512
lfm25,C64_O512,full_high_concurrency,2,7,99.68,3625.26,512
lfm25,C64_O512,full_high_concurrency,2,27,112.873,3601.422,512
lfm25,C64_O512,full_high_concurrency,2,38,140.354,3587.98,512
lfm25,C64_O512,full_high_concurrency,2,4,102.42,3630.609,512
lfm25,C64_O512,full_high_concurrency,2,15,129.333,3618.042,512
lfm25,C64_O512,full_high_concurrency,2,61,150.339,3559.152,512
lfm25,C64_O512,full_high_concurrency,2,32,146.033,3595.994,512
lfm25,C64_O512,full_high_concurrency,2,3,104.539,3634.906,512
lfm25,C64_O512,full_high_concurrency,2,23,118.341,3610.679,512
lfm25,C64_O512,full_high_concurrency,2,18,125.327,3617.585,512
lfm25,C64_O512,full_high_concurrency,2,47,164.205,3583.851,512
lfm25,C64_O512,full_high_concurrency,2,59,153.269,3567.494,512
lfm25,C64_O512,full_high_concurrency,2,60,152.294,3567.255,512
lfm25,C64_O512,full_high_concurrency,2,6,100.898,3636.082,512
lfm25,C64_O512,full_high_concurrency,2,11,94.833,3630.45,512
lfm25,C64_O512,full_high_concurrency,2,41,169.525,3592.682,512
lfm25,C64_O512,full_high_concurrency,2,22,120.335,3617.858,512
lfm25,C64_O512,full_high_concurrency,2,8,98.48,3636.678,512
lfm25,C64_O512,full_high_concurrency,2,0,72.027,3645.618,512
lfm25,C64_O512,full_high_concurrency,2,39,138.554,3598.679,512
lfm25,C64_O512,full_high_concurrency,2,43,168.111,3594.251,512
lfm25,C64_O512,full_high_concurrency,2,28,151.798,3614.006,512
lfm25,C64_O512,full_high_concurrency,2,35,143.52,3605.388,512
lfm25,C64_O512,full_high_concurrency,2,29,151.086,3612.965,512
lfm25,C64_O512,full_high_concurrency,2,33,144.962,3608.285,512
lfm25,C64_O512,full_high_concurrency,2,20,123.166,3625.986,512
lfm25,C64_O512,full_high_concurrency,2,21,122.313,3626.216,512
lfm25,C64_O512,full_high_concurrency,2,56,157.007,3581.179,512
lfm25,C128_O256,full_high_concurrency,3,37,142.822,2303.578,256
lfm25,C128_O256,full_high_concurrency,3,31,151.512,2313.129,256
lfm25,C128_O256,full_high_concurrency,3,23,123.921,2323.563,256
lfm25,C128_O256,full_high_concurrency,3,39,140.06,2303.363,256
lfm25,C128_O256,full_high_concurrency,3,77,214.421,2256.975,256
lfm25,C128_O256,full_high_concurrency,3,88,239.29,2243.387,256
lfm25,C128_O256,full_high_concurrency,3,8,103.076,2345.288,256
lfm25,C128_O256,full_high_concurrency,3,18,132.619,2333.278,256
lfm25,C128_O256,full_high_concurrency,3,65,189.628,2274.167,256
lfm25,C128_O256,full_high_concurrency,3,127,277.076,2195.951,256
lfm25,C128_O256,full_high_concurrency,3,34,147.211,2313.682,256
lfm25,C128_O256,full_high_concurrency,3,105,296.978,2225.66,256
lfm25,C128_O256,full_high_concurrency,3,9,98.948,2346.821,256
lfm25,C128_O256,full_high_concurrency,3,113,288.158,2216.995,256
lfm25,C128_O256,full_high_concurrency,3,41,179.493,2306.941,256
lfm25,C128_O256,full_high_concurrency,3,82,247.536,2256.083,256
lfm25,C128_O256,full_high_concurrency,3,62,194.38,2281.397,256
lfm25,C128_O256,full_high_concurrency,3,124,281.384,2203.96,256
lfm25,C128_O256,full_high_concurrency,3,110,291.269,2221.907,256
lfm25,C128_O256,full_high_concurrency,3,85,243.172,2253.496,256
lfm25,C128_O256,full_high_concurrency,3,56,203.465,2291.926,256
lfm25,C128_O256,full_high_concurrency,3,66,188.471,2277.805,256
lfm25,C128_O256,full_high_concurrency,3,86,242.925,2253.02,256
lfm25,C128_O256,full_high_concurrency,3,16,134.206,2341.599,256
lfm25,C128_O256,full_high_concurrency,3,69,223.551,2274.649,256
lfm25,C128_O256,full_high_concurrency,3,94,272.0,2244.28,256
lfm25,C128_O256,full_high_concurrency,3,102,262.659,2234.521,256
lfm25,C128_O256,full_high_concurrency,3,40,180.691,2311.737,256
lfm25,C128_O256,full_high_concurrency,3,75,216.431,2267.881,256
lfm25,C128_O256,full_high_concurrency,3,43,178.004,2309.086,256
lfm25,C128_O256,full_high_concurrency,3,36,144.01,2317.114,256
lfm25,C128_O256,full_high_concurrency,3,11,96.46,2349.779,256
lfm25,C128_O256,full_high_concurrency,3,46,174.139,2306.206,256
lfm25,C128_O256,full_high_concurrency,3,32,149.11,2323.886,256
lfm25,C128_O256,full_high_concurrency,3,68,225.088,2278.396,256
lfm25,C128_O256,full_high_concurrency,3,53,166.058,2299.655,256
lfm25,C128_O256,full_high_concurrency,3,58,199.001,2292.662,256
lfm25,C128_O256,full_high_concurrency,3,26,156.791,2332.613,256
lfm25,C128_O256,full_high_concurrency,3,95,270.633,2246.859,256
lfm25,C128_O256,full_high_concurrency,3,63,191.887,2286.518,256
lfm25,C128_O256,full_high_concurrency,3,7,101.983,2357.185,256
lfm25,C128_O256,full_high_concurrency,3,27,155.97,2332.063,256
lfm25,C128_O256,full_high_concurrency,3,121,287.3,2216.29,256
lfm25,C128_O256,full_high_concurrency,3,90,237.878,2253.218,256
lfm25,C128_O256,full_high_concurrency,3,107,294.116,2232.389,256
lfm25,C128_O256,full_high_concurrency,3,100,265.751,2242.266,256
lfm25,C128_O256,full_high_concurrency,3,54,164.237,2300.015,256
lfm25,C128_O256,full_high_concurrency,3,21,127.948,2341.059,256
lfm25,C128_O256,full_high_concurrency,3,3,105.837,2363.424,256
lfm25,C128_O256,full_high_concurrency,3,80,211.151,2267.211,256
lfm25,C128_O256,full_high_concurrency,3,12,139.086,2353.088,256
lfm25,C128_O256,full_high_concurrency,3,60,196.174,2292.03,256
lfm25,C128_O256,full_high_concurrency,3,84,245.375,2262.133,256
lfm25,C128_O256,full_high_concurrency,3,33,148.618,2327.696,256
lfm25,C128_O256,full_high_concurrency,3,22,126.535,2341.142,256
lfm25,C128_O256,full_high_concurrency,3,89,238.591,2256.67,256
lfm25,C128_O256,full_high_concurrency,3,51,169.096,2306.464,256
lfm25,C128_O256,full_high_concurrency,3,48,171.969,2309.63,256
lfm25,C128_O256,full_high_concurrency,3,97,269.165,2248.287,256
lfm25,C128_O256,full_high_concurrency,3,118,290.281,2222.804,256
lfm25,C128_O256,full_high_concurrency,3,25,124.303,2338.913,256
lfm25,C128_O256,full_high_concurrency,3,73,219.28,2278.404,256
lfm25,C128_O256,full_high_concurrency,3,15,134.995,2351.805,256
lfm25,C128_O256,full_high_concurrency,3,67,187.14,2285.866,256
lfm25,C128_O256,full_high_concurrency,3,10,100.543,2358.519,256
lfm25,C128_O256,full_high_concurrency,3,81,249.157,2268.835,256
lfm25,C128_O256,full_high_concurrency,3,35,146.355,2327.317,256
lfm25,C128_O256,full_high_concurrency,3,74,217.365,2277.845,256
lfm25,C128_O256,full_high_concurrency,3,45,175.204,2314.75,256
lfm25,C128_O256,full_high_concurrency,3,70,222.32,2283.046,256
lfm25,C128_O256,full_high_concurrency,3,98,267.739,2249.959,256
lfm25,C128_O256,full_high_concurrency,3,111,289.622,2233.692,256
lfm25,C128_O256,full_high_concurrency,3,61,194.844,2296.293,256
lfm25,C128_O256,full_high_concurrency,3,106,295.879,2239.964,256
