model,regime,configuration,repeat,idx,ttft_ms,e2e_ms,output_tokens
qwen,C64_O512,cap_only,2,51,397.404,5474.379,512
qwen,C64_O512,cap_only,2,4,456.019,5534.81,512
qwen,C64_O512,cap_only,2,0,461.519,5540.614,512
qwen,C64_O512,cap_only,2,36,415.579,5493.875,512
qwen,C64_O512,cap_only,2,38,414.656,5491.894,512
qwen,C64_O512,cap_only,2,30,421.735,5502.344,512
qwen,C64_O512,cap_only,2,44,405.058,5484.562,512
qwen,C64_O512,cap_only,2,57,389.53,5468.63,512
qwen,C64_O512,cap_only,2,22,433.519,5514.731,512
qwen,C64_O512,cap_only,2,8,452.828,5533.07,512
qwen,C64_O512,cap_only,2,50,398.385,5479.421,512
qwen,C64_O512,cap_only,2,20,436.393,5518.269,512
qwen,C64_O512,cap_only,2,12,445.39,5528.595,512
qwen,C64_O512,cap_only,2,53,393.779,5476.143,512
qwen,C64_O512,cap_only,2,56,391.372,5471.705,512
qwen,C64_O512,cap_only,2,31,420.665,5504.144,512
qwen,C64_O512,cap_only,2,5,454.295,5537.985,512
qwen,C64_O512,cap_only,2,19,437.106,5521.304,512
qwen,C64_O512,cap_only,2,27,424.754,5509.207,512
qwen,C64_O512,cap_only,2,41,408.926,5492.156,512
qwen,C64_O512,cap_only,2,7,453.238,5536.58,512
qwen,C64_O512,cap_only,2,28,423.303,5508.562,512
qwen,C64_O512,cap_only,2,32,420.636,5505.172,512
qwen,C64_O512,cap_only,2,16,439.999,5526.568,512
qwen,C64_O512,cap_only,2,48,400.552,5485.502,512
qwen,C64_O512,cap_only,2,15,442.059,5528.198,512
qwen,C64_O512,cap_only,2,18,439.554,5525.101,512
qwen,C64_O512,cap_only,2,59,386.238,5472.026,512
qwen,C64_O512,cap_only,2,55,391.817,5478.174,512
qwen,C64_O512,cap_only,2,45,403.672,5490.574,512
qwen,C64_O512,cap_only,2,21,435.73,5522.423,512
qwen,C64_O512,cap_only,2,61,449.053,5620.969,512
qwen,C64_O512,cap_only,2,62,449.539,5620.135,512
qwen,C64_O512,cap_only,2,63,448.475,5619.149,512
qwen,C128_O256,cap_only,3,34,115.467,3396.257,256
qwen,C128_O256,cap_only,3,113,125.021,3299.596,256
qwen,C128_O256,cap_only,3,18,136.697,3418.81,256
qwen,C128_O256,cap_only,3,23,132.016,3413.822,256
qwen,C128_O256,cap_only,3,114,123.836,3300.644,256
qwen,C128_O256,cap_only,3,105,132.971,3312.613,256
qwen,C128_O256,cap_only,3,39,151.013,3394.782,256
qwen,C128_O256,cap_only,3,57,130.26,3373.48,256
qwen,C128_O256,cap_only,3,24,129.318,3416.109,256
qwen,C128_O256,cap_only,3,52,135.872,3381.091,256
qwen,C128_O256,cap_only,3,69,177.852,3360.98,256
qwen,C128_O256,cap_only,3,82,161.762,3346.096,256
qwen,C128_O256,cap_only,3,70,177.142,3360.886,256
qwen,C128_O256,cap_only,3,84,160.628,3344.354,256
qwen,C128_O256,cap_only,3,71,176.147,3360.284,256
qwen,C128_O256,cap_only,3,51,137.006,3385.465,256
qwen,C128_O256,cap_only,3,32,120.598,3408.097,256
qwen,C128_O256,cap_only,3,45,144.154,3392.395,256
qwen,C128_O256,cap_only,3,104,134.341,3321.107,256
qwen,C128_O256,cap_only,3,102,136.669,3324.182,256
qwen,C128_O256,cap_only,3,96,143.219,3332.096,256
qwen,C128_O256,cap_only,3,126,108.59,3294.746,256
qwen,C128_O256,cap_only,3,64,184.058,3371.979,256
qwen,C128_O256,cap_only,3,99,139.983,3329.061,256
qwen,C128_O256,cap_only,3,59,127.494,3377.919,256
qwen,C128_O256,cap_only,3,103,135.63,3324.594,256
qwen,C128_O256,cap_only,3,31,119.764,3412.778,256
qwen,C128_O256,cap_only,3,60,125.803,3377.348,256
qwen,C128_O256,cap_only,3,77,168.484,3357.33,256
qwen,C128_O256,cap_only,3,76,170.155,3359.079,256
qwen,C128_O256,cap_only,3,14,143.872,3436.36,256
qwen,C128_O256,cap_only,3,79,166.087,3355.681,256
qwen,C128_O256,cap_only,3,98,141.578,3331.99,256
qwen,C128_O256,cap_only,3,117,120.002,3308.52,256
qwen,C128_O256,cap_only,3,26,126.384,3420.055,256
qwen,C128_O256,cap_only,3,38,152.517,3405.834,256
qwen,C128_O256,cap_only,3,48,140.961,3393.702,256
qwen,C128_O256,cap_only,3,6,155.886,3447.295,256
qwen,C128_O256,cap_only,3,10,150.418,3443.322,256
qwen,C128_O256,cap_only,3,115,122.423,3312.105,256
qwen,C128_O256,cap_only,3,0,100.829,3454.67,256
qwen,C128_O256,cap_only,3,81,164.216,3355.692,256
qwen,C128_O256,cap_only,3,56,131.295,3385.971,256
qwen,C128_O256,cap_only,3,36,155.074,3410.559,256
qwen,C128_O256,cap_only,3,93,148.119,3340.665,256
qwen,C128_O256,cap_only,3,55,132.026,3387.736,256
qwen,C128_O256,cap_only,3,95,145.129,3338.853,256
qwen,C128_O256,cap_only,3,5,153.597,3450.782,256
qwen,C128_O256,cap_only,3,124,110.734,3302.876,256
qwen,C128_O256,cap_only,3,28,126.658,3421.529,256
qwen,C128_O256,cap_only,3,22,135.942,3430.47,256
qwen,C128_O256,cap_only,3,106,132.925,3325.969,256
qwen,C128_O256,cap_only,3,46,143.472,3399.55,256
qwen,C128_O256,cap_only,3,16,142.65,3438.62,256
qwen,C128_O256,cap_only,3,87,156.555,3350.743,256
qwen,C128_O256,cap_only,3,3,155.62,3454.32,256
qwen,C128_O256,cap_only,3,33,117.286,3416.628,256
qwen,C128_O256,cap_only,3,74,170.784,3366.598,256
qwen,C128_O256,cap_only,3,9,151.52,3448.785,256
qwen,C128_O256,cap_only,3,29,122.871,3423.129,256
qwen,C128_O256,cap_only,3,63,121.934,3381.888,256
qwen,C128_O256,cap_only,3,101,138.157,3335.756,256
qwen,C128_O256,cap_only,3,118,119.229,3315.085,256
qwen,C128_O256,cap_only,3,58,128.572,3389.528,256
qwen,C128_O256,cap_only,3,35,156.289,3417.278,256
qwen,C128_O256,cap_only,3,97,142.874,3341.298,256
qwen,C128_O256,cap_only,3,13,144.946,3446.203,256
qwen,C128_O256,cap_only,3,73,173.287,3371.157,256
qwen,C128_O256,cap_only,3,83,161.816,3360.694,256
qwen,C128_O256,cap_only,3,7,152.67,3454.342,256
qwen,C128_O256,cap_only,3,107,133.104,3330.161,256
qwen,C128_O256,cap_only,3,119,117.148,3314.958,256
qwen,C128_O256,cap_only,3,86,156.755,3356.407,256
qwen,C128_O256,cap_only,3,94,147.126,3346.976,256
qwen,C128_O256,cap_only,3,120,116.178,3314.479,256
qwen,C128_O256,cap_only,3,25,127.177,3431.844,256
qwen,C128_O256,cap_only,3,72,174.973,3375.428,256
qwen,C128_O256,cap_only,3,78,167.057,3368.48,256
qwen,C128_O256,cap_only,3,21,134.365,3439.639,256
qwen,C128_O256,cap_only,3,110,128.942,3329.654,256
qwen,C128_O256,cap_only,3,108,132.18,3332.995,256
qwen,C128_O256,cap_only,3,112,125.977,3327.305,256
qwen,C128_O256,cap_only,3,27,128.184,3431.812,256
qwen,C128_O256,cap_only,3,61,125.033,3390.634,256
qwen,C128_O256,cap_only,3,47,142.01,3407.03,256
qwen,C128_O256,cap_only,3,88,155.399,3358.342,256
qwen,C128_O256,cap_only,3,12,144.992,3452.317,256
qwen,C128_O256,cap_only,3,42,148.167,3414.142,256
qwen,C128_O256,cap_only,3,19,136.588,3443.975,256
qwen,C128_O256,cap_only,3,41,149.244,3415.905,256
qwen,C128_O256,cap_only,3,100,138.224,3343.471,256
qwen,C128_O256,cap_only,3,50,139.429,3406.192,256
qwen,C128_O256,cap_only,3,91,150.695,3354.915,256
qwen,C128_O256,cap_only,3,44,145.874,3413.408,256
qwen,C128_O256,cap_only,3,49,140.28,3407.538,256
qwen,C128_O256,cap_only,3,65,183.053,3387.743,256
qwen,C128_O256,cap_only,3,1,157.948,3467.702,256
qwen,C128_O256,cap_only,3,54,133.488,3401.837,256
qwen,C128_O256,cap_only,3,43,146.582,3415.657,256
qwen,C128_O256,cap_only,3,66,181.893,3388.669,256
qwen,C128_O256,cap_only,3,2,157.512,3468.307,256
qwen,C128_O256,cap_only,3,8,151.26,3462.305,256
qwen,C128_O256,cap_only,3,62,124.036,3394.241,256
qwen,C128_O256,cap_only,3,111,127.331,3334.205,256
qwen,C128_O256,cap_only,3,17,140.272,3451.06,256
qwen,C128_O256,cap_only,3,53,134.758,3405.493,256
qwen,C128_O256,cap_only,3,116,120.86,3328.161,256
qwen,C128_O256,cap_only,3,30,123.42,3434.062,256
qwen,C128_O256,cap_only,3,40,150.091,3421.63,256
qwen,C128_O256,cap_only,3,85,159.266,3367.375,256
qwen,C128_O256,cap_only,3,20,136.537,3447.802,256
qwen,C128_O256,cap_only,3,92,149.43,3357.959,256
qwen,C128_O256,cap_only,3,4,156.017,3468.019,256
qwen,C128_O256,cap_only,3,15,141.624,3455.126,256
qwen,C128_O256,cap_only,3,80,164.123,3374.356,256
qwen,C128_O256,cap_only,3,11,147.497,3460.343,256
qwen,C128_O256,cap_only,3,125,109.733,3318.012,256
qwen,C128_O256,cap_only,3,68,178.255,3389.393,256
qwen,C128_O256,cap_only,3,127,107.513,3316.432,256
qwen,C128_O256,cap_only,3,67,180.39,3390.924,256
qwen,C128_O256,cap_only,3,75,169.438,3381.133,256
qwen,C128_O256,cap_only,3,123,111.511,3321.083,256
qwen,C128_O256,cap_only,3,89,152.33,3363.08,256
qwen,C128_O256,cap_only,3,90,151.177,3361.877,256
qwen,C128_O256,cap_only,3,37,154.469,3427.852,256
qwen,C128_O256,cap_only,3,121,114.873,3324.872,256
qwen,C128_O256,cap_only,3,109,130.535,3340.467,256
qwen,C128_O256,cap_only,3,122,113.67,3323.822,256
qwen,C64_O512,cap_only,3,11,138.776,5453.075,512
qwen,C64_O512,cap_only,3,35,113.465,5424.385,512
qwen,C64_O512,cap_only,3,40,105.34,5418.246,512
qwen,C64_O512,cap_only,3,61,79.795,5392.516,512
qwen,C64_O512,cap_only,3,10,142.57,5457.776,512
qwen,C64_O512,cap_only,3,33,115.587,5428.733,512
qwen,C64_O512,cap_only,3,62,78.959,5394.116,512
qwen,C64_O512,cap_only,3,57,83.789,5401.192,512
qwen,C64_O512,cap_only,3,32,111.601,5432.57,512
qwen,C64_O512,cap_only,3,22,125.712,5446.409,512
qwen,C64_O512,cap_only,3,36,110.238,5428.4,512
qwen,C64_O512,cap_only,3,50,94.279,5412.317,512
qwen,C64_O512,cap_only,3,51,92.581,5411.364,512
qwen,C64_O512,cap_only,3,54,88.056,5407.54,512
qwen,C64_O512,cap_only,3,24,125.684,5446.704,512
qwen,C64_O512,cap_only,3,19,130.448,5453.204,512
qwen,C64_O512,cap_only,3,6,146.676,5468.979,512
qwen,C64_O512,cap_only,3,60,81.693,5401.672,512
qwen,C64_O512,cap_only,3,47,96.782,5418.594,512
qwen,C64_O512,cap_only,3,38,109.256,5430.808,512
qwen,C64_O512,cap_only,3,37,110.552,5432.134,512
qwen,C64_O512,cap_only,3,13,138.349,5463.296,512
qwen,C64_O512,cap_only,3,16,136.183,5460.561,512
qwen,C64_O512,cap_only,3,0,93.184,5478.484,512
qwen,C64_O512,cap_only,3,26,119.537,5446.78,512
qwen,C64_O512,cap_only,3,7,144.224,5471.364,512
qwen,C64_O512,cap_only,3,15,133.666,5462.143,512
qwen,C64_O512,cap_only,3,42,103.2,5428.152,512
qwen,C64_O512,cap_only,3,1,152.052,5478.83,512
qwen,C64_O512,cap_only,3,43,102.681,5427.601,512
qwen,C64_O512,cap_only,3,30,115.099,5443.789,512
qwen,C64_O512,cap_only,3,31,114.14,5442.874,512
qwen,C64_O512,cap_only,3,44,100.434,5427.461,512
qwen,C64_O512,cap_only,3,12,139.348,5468.212,512
qwen,C64_O512,cap_only,3,39,107.783,5434.143,512
qwen,C64_O512,cap_only,3,2,148.883,5479.951,512
qwen,C64_O512,cap_only,3,53,91.124,5418.112,512
qwen,C64_O512,cap_only,3,45,100.704,5427.488,512
qwen,C64_O512,cap_only,3,55,87.091,5415.176,512
qwen,C64_O512,cap_only,3,17,131.657,5463.872,512
qwen,C64_O512,cap_only,3,23,125.473,5456.613,512
qwen,C64_O512,cap_only,3,28,117.657,5449.335,512
qwen,C64_O512,cap_only,3,52,91.162,5420.385,512
qwen,C64_O512,cap_only,3,14,135.569,5468.874,512
qwen,C64_O512,cap_only,3,25,119.773,5454.478,512
qwen,C64_O512,cap_only,3,4,148.979,5481.181,512
qwen,C64_O512,cap_only,3,21,126.961,5461.546,512
qwen,C64_O512,cap_only,3,8,143.341,5478.182,512
qwen,C64_O512,cap_only,3,48,95.538,5427.065,512
qwen,C64_O512,cap_only,3,3,149.584,5483.292,512
qwen,C64_O512,cap_only,3,34,110.938,5446.5,512
qwen,C64_O512,cap_only,3,18,131.478,5466.679,512
qwen,C64_O512,cap_only,3,29,117.453,5452.458,512
qwen,C64_O512,cap_only,3,27,120.133,5454.72,512
qwen,C64_O512,cap_only,3,5,148.02,5482.835,512
qwen,C64_O512,cap_only,3,49,94.11,5428.326,512
qwen,C64_O512,cap_only,3,20,129.856,5465.327,512
qwen,C64_O512,cap_only,3,9,144.589,5479.834,512
qwen,C64_O512,cap_only,3,59,83.039,5416.501,512
qwen,C64_O512,cap_only,3,63,76.572,5411.232,512
qwen,C64_O512,cap_only,3,58,83.48,5417.805,512
qwen,C64_O512,cap_only,3,41,104.418,5439.348,512
qwen,C64_O512,cap_only,3,56,86.22,5420.686,512
qwen,C64_O512,cap_only,3,46,98.677,5433.601,512
qwen,C64_O512,cap_only,4,46,95.219,5381.846,512
qwen,C64_O512,cap_only,4,12,135.721,5426.13,512
qwen,C64_O512,cap_only,4,0,94.747,5441.058,512
qwen,C64_O512,cap_only,4,19,126.87,5420.056,512
qwen,C64_O512,cap_only,4,13,133.967,5427.046,512
qwen,C64_O512,cap_only,4,20,126.99,5419.168,512
qwen,C64_O512,cap_only,4,1,149.268,5444.114,512
qwen,C64_O512,cap_only,4,63,75.91,5367.133,512
qwen,C64_O512,cap_only,4,7,140.227,5437.026,512
qwen,C64_O512,cap_only,4,24,121.314,5416.225,512
qwen,C64_O512,cap_only,4,41,101.539,5394.139,512
qwen,C64_O512,cap_only,4,15,132.682,5428.054,512
qwen,C64_O512,cap_only,4,5,145.326,5440.838,512
qwen,C64_O512,cap_only,4,25,118.457,5416.525,512
qwen,C64_O512,cap_only,4,37,105.719,5400.01,512
qwen,C64_O512,cap_only,4,11,138.108,5434.659,512
qwen,C64_O512,cap_only,4,28,115.979,5413.946,512
qwen,C64_O512,cap_only,4,47,94.886,5390.293,512
qwen,C64_O512,cap_only,4,9,140.518,5438.902,512
qwen,C64_O512,cap_only,4,35,109.368,5405.364,512
qwen,C64_O512,cap_only,4,38,105.195,5401.652,512
qwen,C64_O512,cap_only,4,14,131.945,5433.812,512
qwen,C64_O512,cap_only,4,8,139.972,5441.52,512
qwen,C64_O512,cap_only,4,33,108.272,5409.78,512
qwen,C64_O512,cap_only,4,26,117.232,5420.062,512
qwen,C64_O512,cap_only,4,6,144.373,5445.216,512
qwen,C64_O512,cap_only,4,53,86.419,5386.391,512
qwen,C64_O512,cap_only,4,34,106.003,5409.458,512
qwen,C64_O512,cap_only,4,61,78.342,5377.497,512
qwen,C64_O512,cap_only,4,57,82.631,5382.338,512
qwen,C64_O512,cap_only,4,42,100.529,5400.555,512
qwen,C64_O512,cap_only,4,58,81.536,5381.511,512
qwen,C64_O512,cap_only,4,10,138.905,5441.989,512
qwen,C64_O512,cap_only,4,23,121.836,5426.341,512
qwen,C64_O512,cap_only,4,52,89.471,5390.397,512
qwen,C64_O512,cap_only,4,16,129.624,5435.712,512
qwen,C64_O512,cap_only,4,45,96.326,5399.033,512
qwen,C64_O512,cap_only,4,22,121.482,5428.619,512
qwen,C64_O512,cap_only,4,17,129.902,5435.206,512
qwen,C64_O512,cap_only,4,44,97.297,5400.392,512
qwen,C64_O512,cap_only,4,54,85.342,5388.622,512
qwen,C64_O512,cap_only,4,2,148.111,5454.81,512
qwen,C64_O512,cap_only,4,29,114.349,5420.926,512
qwen,C64_O512,cap_only,4,62,77.218,5381.113,512
qwen,C64_O512,cap_only,4,36,107.826,5412.573,512
qwen,C64_O512,cap_only,4,32,109.318,5417.837,512
qwen,C64_O512,cap_only,4,48,92.33,5398.093,512
qwen,C64_O512,cap_only,4,55,84.98,5390.027,512
qwen,C64_O512,cap_only,4,3,148.116,5456.033,512
qwen,C64_O512,cap_only,4,4,145.864,5455.391,512
qwen,C64_O512,cap_only,4,51,89.937,5397.188,512
qwen,C64_O512,cap_only,4,50,90.33,5398.494,512
qwen,C64_O512,cap_only,4,21,125.457,5435.259,512
qwen,C64_O512,cap_only,4,31,108.81,5421.871,512
qwen,C64_O512,cap_only,4,59,80.351,5388.84,512
qwen,C64_O512,cap_only,4,43,99.435,5407.396,512
qwen,C64_O512,cap_only,4,30,112.386,5424.417,512
qwen,C64_O512,cap_only,4,60,79.361,5388.1,512
qwen,C64_O512,cap_only,4,27,116.037,5428.469,512
qwen,C64_O512,cap_only,4,56,83.794,5393.185,512
qwen,C64_O512,cap_only,4,49,92.608,5402.207,512
qwen,C64_O512,cap_only,4,40,103.423,5413.296,512
qwen,C64_O512,cap_only,4,18,129.316,5442.899,512
qwen,C64_O512,cap_only,4,39,104.234,5414.82,512
qwen,C128_O256,cap_only,4,46,134.714,3441.584,256
qwen,C128_O256,cap_only,4,88,133.675,3387.39,256
qwen,C128_O256,cap_only,4,60,116.52,3423.613,256
qwen,C128_O256,cap_only,4,2,153.969,3500.17,256
qwen,C128_O256,cap_only,4,84,138.421,3395.408,256
qwen,C128_O256,cap_only,4,79,145.068,3401.862,256
qwen,C128_O256,cap_only,4,94,124.447,3381.746,256
qwen,C128_O256,cap_only,4,20,132.273,3481.826,256
qwen,C128_O256,cap_only,4,115,99.554,3356.306,256
qwen,C128_O256,cap_only,4,111,106.044,3362.069,256
qwen,C128_O256,cap_only,4,121,90.41,3346.679,256
qwen,C128_O256,cap_only,4,12,146.42,3493.473,256
qwen,C128_O256,cap_only,4,57,119.343,3434.525,256
qwen,C128_O256,cap_only,4,40,142.006,3457.956,256
qwen,C128_O256,cap_only,4,103,115.806,3374.364,256
qwen,C128_O256,cap_only,4,6,148.069,3502.38,256
qwen,C128_O256,cap_only,4,43,139.202,3454.434,256
qwen,C128_O256,cap_only,4,22,129.831,3482.915,256
qwen,C128_O256,cap_only,4,73,152.753,3415.269,256
qwen,C128_O256,cap_only,4,34,147.913,3465.853,256
qwen,C128_O256,cap_only,4,89,129.952,3393.575,256
qwen,C128_O256,cap_only,4,109,107.754,3368.206,256
qwen,C128_O256,cap_only,4,25,124.946,3479.295,256
qwen,C128_O256,cap_only,4,23,128.386,3482.477,256
qwen,C128_O256,cap_only,4,92,127.833,3391.443,256
qwen,C128_O256,cap_only,4,122,88.833,3349.618,256
qwen,C128_O256,cap_only,4,52,125.011,3444.495,256
qwen,C128_O256,cap_only,4,93,126.332,3391.015,256
qwen,C128_O256,cap_only,4,95,123.18,3388.098,256
qwen,C128_O256,cap_only,4,31,115.335,3472.471,256
qwen,C128_O256,cap_only,4,120,91.273,3353.303,256
qwen,C128_O256,cap_only,4,113,102.727,3365.216,256
qwen,C128_O256,cap_only,4,77,146.67,3413.611,256
qwen,C128_O256,cap_only,4,96,122.828,3387.795,256
qwen,C128_O256,cap_only,4,83,140.305,3406.872,256
qwen,C128_O256,cap_only,4,123,87.25,3350.041,256
qwen,C128_O256,cap_only,4,114,101.611,3364.193,256
qwen,C128_O256,cap_only,4,105,113.311,3376.061,256
qwen,C128_O256,cap_only,4,59,116.5,3437.619,256
qwen,C128_O256,cap_only,4,39,143.605,3464.553,256
qwen,C128_O256,cap_only,4,64,110.351,3431.874,256
qwen,C128_O256,cap_only,4,68,159.293,3427.242,256
qwen,C128_O256,cap_only,4,42,139.003,3461.698,256
qwen,C128_O256,cap_only,4,37,144.74,3468.526,256
qwen,C128_O256,cap_only,4,75,148.705,3419.221,256
qwen,C128_O256,cap_only,4,24,126.059,3486.51,256
qwen,C128_O256,cap_only,4,78,146.265,3415.68,256
qwen,C128_O256,cap_only,4,87,135.955,3404.937,256
qwen,C128_O256,cap_only,4,119,93.386,3359.528,256
qwen,C128_O256,cap_only,4,30,117.527,3478.395,256
qwen,C128_O256,cap_only,4,41,140.293,3464.753,256
qwen,C128_O256,cap_only,4,118,96.941,3363.619,256
qwen,C128_O256,cap_only,4,76,149.428,3419.5,256
qwen,C128_O256,cap_only,4,44,137.731,3461.742,256
qwen,C128_O256,cap_only,4,48,131.609,3456.296,256
qwen,C128_O256,cap_only,4,85,138.156,3409.199,256
qwen,C128_O256,cap_only,4,21,130.32,3492.524,256
qwen,C128_O256,cap_only,4,35,147.573,3473.99,256
qwen,C128_O256,cap_only,4,27,123.315,3484.382,256
qwen,C128_O256,cap_only,4,56,120.858,3447.59,256
qwen,C128_O256,cap_only,4,16,136.271,3500.589,256
qwen,C128_O256,cap_only,4,15,140.895,3502.338,256
qwen,C128_O256,cap_only,4,33,112.4,3477.561,256
qwen,C128_O256,cap_only,4,127,82.178,3352.074,256
qwen,C128_O256,cap_only,4,107,110.893,3380.803,256
qwen,C128_O256,cap_only,4,3,154.129,3518.011,256
qwen,C128_O256,cap_only,4,62,113.565,3440.968,256
qwen,C128_O256,cap_only,4,74,150.265,3425.724,256
qwen,C128_O256,cap_only,4,0,110.029,3521.52,256
qwen,C128_O256,cap_only,4,13,140.824,3507.16,256
qwen,C128_O256,cap_only,4,82,141.889,3416.179,256
qwen,C128_O256,cap_only,4,63,110.862,3440.29,256
qwen,C128_O256,cap_only,4,112,104.907,3376.274,256
qwen,C128_O256,cap_only,4,80,143.952,3419.211,256
qwen,C128_O256,cap_only,4,97,119.779,3396.451,256
qwen,C128_O256,cap_only,4,70,156.834,3433.381,256
qwen,C128_O256,cap_only,4,49,131.275,3460.387,256
qwen,C128_O256,cap_only,4,91,129.153,3404.62,256
qwen,C128_O256,cap_only,4,26,123.106,3490.172,256
qwen,C128_O256,cap_only,4,116,98.171,3371.829,256
qwen,C128_O256,cap_only,4,104,114.174,3388.166,256
qwen,C128_O256,cap_only,4,14,141.632,3507.893,256
qwen,C128_O256,cap_only,4,98,118.744,3397.264,256
qwen,C128_O256,cap_only,4,126,83.201,3358.149,256
qwen,C128_O256,cap_only,4,36,146.011,3479.377,256
qwen,C128_O256,cap_only,4,4,156.149,3521.437,256
qwen,C128_O256,cap_only,4,81,143.149,3421.459,256
qwen,C128_O256,cap_only,4,7,147.745,3518.189,256
qwen,C128_O256,cap_only,4,47,133.066,3466.974,256
qwen,C128_O256,cap_only,4,106,112.002,3388.446,256
qwen,C128_O256,cap_only,4,29,117.199,3489.077,256
qwen,C128_O256,cap_only,4,51,128.061,3461.481,256
qwen,C128_O256,cap_only,4,117,98.864,3374.865,256
qwen,C128_O256,cap_only,4,11,143.801,3514.417,256
qwen,C128_O256,cap_only,4,5,149.902,3521.974,256
qwen,C128_O256,cap_only,4,17,135.517,3507.408,256
qwen,C128_O256,cap_only,4,55,122.675,3457.484,256
qwen,C128_O256,cap_only,4,19,136.065,3505.186,256
qwen,C128_O256,cap_only,4,54,122.507,3458.595,256
qwen,C128_O256,cap_only,4,8,145.678,3519.521,256
qwen,C128_O256,cap_only,4,45,135.244,3471.64,256
qwen,C128_O256,cap_only,4,90,130.024,3411.61,256
qwen,C128_O256,cap_only,4,124,86.48,3364.745,256
qwen,C128_O256,cap_only,4,61,113.736,3450.05,256
qwen,C128_O256,cap_only,4,110,107.093,3385.957,256
qwen,C128_O256,cap_only,4,32,115.152,3488.437,256
qwen,C128_O256,cap_only,4,101,118.313,3397.697,256
qwen,C128_O256,cap_only,4,38,144.987,3481.515,256
qwen,C128_O256,cap_only,4,66,108.354,3444.919,256
qwen,C128_O256,cap_only,4,69,158.779,3441.141,256
qwen,C128_O256,cap_only,4,67,160.05,3443.997,256
qwen,C128_O256,cap_only,4,86,136.581,3420.141,256
qwen,C128_O256,cap_only,4,28,122.183,3494.591,256
qwen,C128_O256,cap_only,4,100,120.839,3400.34,256
qwen,C128_O256,cap_only,4,58,118.717,3455.859,256
qwen,C128_O256,cap_only,4,65,108.794,3446.711,256
qwen,C128_O256,cap_only,4,72,154.644,3437.87,256
qwen,C128_O256,cap_only,4,50,128.475,3467.508,256
qwen,C128_O256,cap_only,4,10,145.668,3520.476,256
qwen,C128_O256,cap_only,4,125,85.518,3366.667,256
qwen,C128_O256,cap_only,4,108,110.328,3391.284,256
qwen,C128_O256,cap_only,4,102,117.731,3398.846,256
qwen,C128_O256,cap_only,4,9,146.444,3522.736,256
qwen,C128_O256,cap_only,4,71,154.751,3441.861,256
qwen,C128_O256,cap_only,4,99,117.423,3404.153,256
qwen,C128_O256,cap_only,4,18,134.805,3511.631,256
qwen,C128_O256,cap_only,4,1,154.855,3532.607,256
qwen,C128_O256,cap_only,4,53,125.741,3465.892,256
qwen,C64_O512,cap_only,5,16,134.457,5425.717,512
qwen,C64_O512,cap_only,5,4,149.661,5442.898,512
qwen,C64_O512,cap_only,5,58,85.738,5375.594,512
qwen,C64_O512,cap_only,5,27,121.153,5414.643,512
qwen,C64_O512,cap_only,5,59,84.933,5375.729,512
qwen,C64_O512,cap_only,5,42,105.718,5397.307,512
qwen,C64_O512,cap_only,5,25,123.979,5418.872,512
qwen,C64_O512,cap_only,5,63,79.181,5372.332,512
qwen,C64_O512,cap_only,5,23,126.794,5423.423,512
qwen,C64_O512,cap_only,5,24,125.082,5422.789,512
qwen,C64_O512,cap_only,5,10,143.335,5440.488,512
qwen,C64_O512,cap_only,5,2,97.667,5451.365,512
qwen,C64_O512,cap_only,5,21,130.483,5428.417,512
qwen,C64_O512,cap_only,5,22,129.032,5428.051,512
qwen,C64_O512,cap_only,5,32,115.715,5415.562,512
qwen,C64_O512,cap_only,5,11,143.379,5443.046,512
qwen,C64_O512,cap_only,5,40,108.072,5406.203,512
qwen,C64_O512,cap_only,5,30,117.015,5419.001,512
qwen,C64_O512,cap_only,5,26,121.381,5423.35,512
qwen,C64_O512,cap_only,5,56,87.192,5386.254,512
qwen,C64_O512,cap_only,5,0,153.649,5456.712,512
qwen,C64_O512,cap_only,5,53,91.875,5390.998,512
qwen,C64_O512,cap_only,5,19,132.265,5434.371,512
qwen,C64_O512,cap_only,5,8,147.158,5449.008,512
qwen,C64_O512,cap_only,5,37,111.945,5412.833,512
qwen,C64_O512,cap_only,5,51,95.328,5394.816,512
qwen,C64_O512,cap_only,5,28,119.261,5424.252,512
qwen,C64_O512,cap_only,5,36,114.064,5414.438,512
qwen,C64_O512,cap_only,5,3,152.505,5456.161,512
qwen,C64_O512,cap_only,5,44,103.993,5404.54,512
qwen,C64_O512,cap_only,5,38,111.478,5412.792,512
qwen,C64_O512,cap_only,5,5,150.476,5454.788,512
qwen,C64_O512,cap_only,5,41,107.246,5409.385,512
qwen,C64_O512,cap_only,5,61,81.462,5384.496,512
qwen,C64_O512,cap_only,5,43,103.99,5407.258,512
qwen,C64_O512,cap_only,5,31,117.601,5422.924,512
qwen,C64_O512,cap_only,5,47,100.016,5402.651,512
qwen,C64_O512,cap_only,5,55,89.506,5393.035,512
qwen,C64_O512,cap_only,5,60,83.812,5387.19,512
qwen,C64_O512,cap_only,5,50,96.645,5400.665,512
qwen,C64_O512,cap_only,5,39,110.13,5414.271,512
qwen,C64_O512,cap_only,5,49,97.356,5402.315,512
qwen,C64_O512,cap_only,5,48,98.32,5403.605,512
qwen,C64_O512,cap_only,5,35,114.819,5420.537,512
qwen,C64_O512,cap_only,5,17,134.252,5444.415,512
qwen,C64_O512,cap_only,5,45,102.82,5409.062,512
qwen,C64_O512,cap_only,5,1,154.786,5463.739,512
