model,tokens,M,config_key,BLOCK_SIZE_M,BLOCK_SIZE_N,BLOCK_SIZE_K,GROUP_SIZE_M,num_warps,num_stages,median_ms,p95_ms,std_ms,default_ms,speedup,max_abs_err
lfm25,8192,32768,bm32_bn128_bk64_gm1_w8_s5,32,128,64,1,8,5,3.9804160594940186,3.9807040691375732,0.0004309381093087123,2.6943359375,0.676898067244382,0.0
lfm25,8192,32768,bm64_bn32_bk128_gm1_w8_s4,64,32,128,1,8,4,3.991487979888916,4.02185583114624,0.01209930192717012,2.6943359375,0.6750204312465408,0.0
lfm25,8192,32768,bm32_bn64_bk64_gm32_w4_s4,32,64,64,32,4,4,4.005631923675537,4.0286078453063965,0.027086642186171402,2.6943359375,0.6726369244200795,0.0
lfm25,8192,32768,bm128_bn32_bk128_gm1_w4_s3,128,32,128,1,4,3,4.058879852294922,4.087423801422119,0.011479940292894076,2.6943359375,0.6638126861470417,0.0
lfm25,8192,32768,bm64_bn32_bk128_gm16_w8_s4,64,32,128,16,8,4,4.0689921379089355,4.072192192077637,0.00487502825779125,2.6943359375,0.6621629745602373,0.0
lfm25,8192,32768,bm64_bn32_bk128_gm32_w8_s4,64,32,128,32,8,4,4.069759845733643,4.072512149810791,0.005135472353057611,2.6943359375,0.6620380660358844,0.0
lfm25,8192,32768,bm64_bn64_bk256_gm1_w8_s2,64,64,256,1,8,2,4.0747199058532715,4.076000213623047,0.0007432574081438431,2.6943359375,0.6612321827641768,0.0
lfm25,8192,32768,bm128_bn32_bk128_gm1_w4_s4,128,32,128,1,4,4,4.080704212188721,4.111839771270752,0.012577059717296621,2.6943359375,0.6602624932854101,0.0
lfm25,8192,32768,bm32_bn64_bk64_gm1_w4_s5,32,64,64,1,4,5,4.080895900726318,4.14137601852417,0.04751159346401669,2.6943359375,0.6602314793230726,0.0
lfm25,8192,32768,bm32_bn64_bk64_gm16_w4_s5,32,64,64,16,4,5,4.081696033477783,4.105535984039307,0.010945211981511386,2.6943359375,0.6601020544894197,0.0
lfm25,8192,32768,bm128_bn32_bk128_gm16_w4_s4,128,32,128,16,4,4,4.086880207061768,4.08838415145874,0.0007118996658091036,2.6943359375,0.6592647205182148,0.0
lfm25,8192,32768,bm128_bn32_bk128_gm32_w4_s4,128,32,128,32,4,4,4.098879814147949,4.099487781524658,0.0006902931864939309,2.6943359375,0.6573347011054245,0.0
lfm25,8192,32768,bm32_bn64_bk128_gm1_w4_s4,32,64,128,1,4,4,4.109568119049072,4.139200210571289,0.012513872654322612,2.6943359375,0.6556250825995439,0.0
lfm25,8192,32768,bm32_bn64_bk64_gm32_w4_s5,32,64,64,32,4,5,4.111167907714844,4.139647960662842,0.021521368815642417,2.6943359375,0.6553699576327017,0.0
lfm25,8192,32768,bm128_bn32_bk128_gm16_w4_s3,128,32,128,16,4,3,4.115871906280518,4.1162238121032715,0.0003258436776381783,2.6943359375,0.6546209403136773,0.0
lfm25,8192,32768,bm128_bn32_bk128_gm32_w4_s3,128,32,128,32,4,3,4.126143932342529,4.1269121170043945,0.0005229575876259534,2.6943359375,0.6529912629514959,0.0
lfm25,8192,32768,bm64_bn64_bk256_gm1_w4_s2,64,64,256,1,4,2,4.126880168914795,4.1312642097473145,0.002089978154326068,2.6943359375,0.6528747691282015,0.0
lfm25,8192,32768,bm256_bn32_bk128_gm1_w8_s2,256,32,128,1,8,2,4.131904125213623,4.132959842681885,0.0006281333732217395,2.6943359375,0.6520809427931004,0.0
lfm25,8192,32768,bm32_bn64_bk128_gm16_w4_s4,32,64,128,16,4,4,4.133823871612549,4.137343883514404,0.00740505863943811,2.6943359375,0.6517781166252195,0.0
lfm25,8192,32768,bm64_bn32_bk256_gm1_w4_s2,64,32,256,1,4,2,4.135551929473877,4.149184226989746,0.005918520269082337,2.6943359375,0.6515057683830783,0.0
lfm25,8192,32768,bm32_bn64_bk128_gm32_w4_s4,32,64,128,32,4,4,4.13804817199707,4.1796159744262695,0.016733079247147814,2.6943359375,0.6511127530445548,0.0
lfm25,8192,32768,bm128_bn32_bk128_gm1_w4_s5,128,32,128,1,4,5,4.147808074951172,4.177343845367432,0.011835782527738922,2.6943359375,0.6495806673821855,0.0
