model,profile,tokens,M,median_ms,p95_ms,default_ms,speedup_vs_default,regression_pct,correctness_ok
qwen,oracle_t16,2,16,0.24582399427890778,0.24876800179481506,0.25308799743652344,1.029549609991993,-2.870149209441486,True
qwen,oracle_t64,2,16,0.24675199389457703,0.25116801261901855,0.25308799743652344,1.025677618413302,-2.5034784763096174,True
qwen,oracle_t32,2,16,0.24691200256347656,0.2512960135936737,0.25308799743652344,1.0250129390589635,-2.440255932957025,True
qwen,oracle_t2,2,16,0.24809600412845612,0.2832320034503937,0.25308799743652344,1.020121216081669,-1.9724338406523434,True
qwen,oracle_t1,2,16,0.248416006565094,0.25417599081993103,0.25308799743652344,1.0188071249354265,-1.8459946416863215,True
qwen,oracle_t2048,2,16,0.24860799312591553,0.24905599653720856,0.25308799743652344,1.018020355074983,-1.7701370100458913,True
qwen,oracle_t512,2,16,0.24928000569343567,0.2503040134906769,0.25308799743652344,1.015275961393273,-1.5046117483476618,True
qwen,low_M,2,16,0.25596800446510315,0.3168320059776306,0.25308799743652344,0.9887485663116448,1.1379469029549893,True
qwen,oracle_t8192,2,16,0.263264000415802,0.32495999336242676,0.25308799743652344,0.9613467737206512,4.020737088423476,True
qwen,global_best,2,16,0.29945600032806396,0.30511999130249023,0.25308799743652344,0.8451592125696501,18.320901568305302,True
qwen,oracle_t2048,2,16,0.31302401423454285,0.32227200269699097,0.25308799743652344,0.8085258188750001,23.68188827802942,True
qwen,mid_M,2,16,0.32950401306152344,0.33190399408340454,0.25308799743652344,0.7680877543341726,30.193456978996313,True
qwen,oracle_t32,32,256,0.2720640003681183,0.27209600806236267,0.27535998821258545,1.012114751823128,-1.1969741376959164,True
qwen,oracle_t64,32,256,0.2746239900588989,0.2751680016517639,0.27535998821258545,1.0026800213394638,-0.267285802292494,True
qwen,oracle_t2,32,256,0.2752319872379303,0.2762559950351715,0.27535998821258545,1.0004650657648468,-0.04648495792218821,True
qwen,oracle_t8,32,256,0.2760320007801056,0.2762880027294159,0.27535998821258545,0.9975654541298801,0.2440487348515319,True
qwen,oracle_t1,32,256,0.2784639894962311,0.27961599826812744,0.27535998821258545,0.9888531321796363,1.1272521123327772,True
qwen,oracle_t4,32,256,0.2811200022697449,0.2813439965248108,0.27535998821258545,0.9795104794726329,2.0918122834580277,True
qwen,oracle_t512,32,256,0.28803199529647827,0.2881599962711334,0.27535998821258545,0.9560048630331877,4.601978365175441,True
qwen,global_best,32,256,0.29414400458335876,0.2948800027370453,0.27535998821258545,0.9361400671845072,6.821621577159398,True
qwen,oracle_t16,32,256,0.29836800694465637,0.29894399642944336,0.27535998821258545,0.9228871119002426,8.355614365551212,True
qwen,mid_M,32,256,0.32227200269699097,0.32739201188087463,0.27535998821258545,0.854433478267383,17.036612613517455,True
qwen,oracle_t2048,32,256,0.3266879916191101,0.3267520070075989,0.27535998821258545,0.8428837155839856,18.640327427272418,True
qwen,oracle_t2048,32,256,0.32684800028800964,0.3270080089569092,0.27535998821258545,0.8424710812669671,18.69843633043522,True
qwen,oracle_t8192,32,256,0.33535999059677124,0.3354879915714264,0.27535998821258545,0.8210877741336523,21.789658974659808,True
qwen,low_M,32,256,0.366784006357193,0.36694398522377014,0.27535998821258545,0.7507415357266856,33.20163497175403,True
qwen,oracle_t2,4,32,0.2385600060224533,0.2436159998178482,0.2489600032567978,1.043594890056155,-4.1773767265005475,True
qwen,oracle_t1,4,32,0.23971199989318848,0.27801600098609924,0.2489600032567978,1.0385796429370664,-3.7146542587686904,True
qwen,oracle_t8,4,32,0.23984000086784363,0.24214400351047516,0.2489600032567978,1.038025360056513,-3.6632399862025378,True
qwen,oracle_t4,4,32,0.24083200097084045,0.24767999351024628,0.2489600032567978,1.0337496771740955,-3.2647823664966213,True
qwen,global_best,4,32,0.2431039959192276,0.24745599925518036,0.2489600032567978,1.0240884865566582,-2.3521880064926837,True
qwen,low_M,4,32,0.2483839988708496,0.3134720027446747,0.2489600032567978,1.0023190076195194,-0.23136422654768118,True
qwen,oracle_t8192,4,32,0.256415992975235,0.30662399530410767,0.2489600032567978,0.9709222906421546,2.994854442842554,True
qwen,oracle_t2048,4,32,0.279776006937027,0.2888000011444092,0.2489600032567978,0.8898547305124511,12.377893347166701,True
qwen,oracle_t16,4,32,0.29123198986053467,0.31727999448776245,0.2489600032567978,0.8548511562071869,16.979428844292755,True
qwen,oracle_t512,4,32,0.29369598627090454,0.2963840067386627,0.2489600032567978,0.847679283662929,17.969144613145914,True
qwen,oracle_t2048,4,32,0.29523199796676636,0.30556800961494446,0.2489600032567978,0.8432690391670306,18.586115883939726,True
