model,workload,config_id,hash,cls
lfm25,R_concurrent_decode,71,cap24_chunk8192_polfcfs_mem0.9,TRADE-OFF
lfm25,R_concurrent_decode,72,cap32_chunk-1_pollpm_mem0.75,FLAT
lfm25,R_concurrent_decode,73,cap32_chunk-1_pollpm_mem0.8,REGRESSION
lfm25,R_concurrent_decode,74,cap32_chunk-1_pollpm_mem0.85,FLAT
lfm25,R_concurrent_decode,75,cap32_chunk-1_pollpm_mem0.9,REGRESSION
lfm25,R_concurrent_decode,76,cap32_chunk-1_polfcfs_mem0.75,FLAT
lfm25,R_concurrent_decode,77,cap32_chunk-1_polfcfs_mem0.8,REGRESSION
lfm25,R_concurrent_decode,78,cap32_chunk-1_polfcfs_mem0.85,TRADE-OFF
lfm25,R_concurrent_decode,79,cap32_chunk-1_polfcfs_mem0.9,FLAT
lfm25,R_concurrent_decode,80,cap32_chunk2048_pollpm_mem0.75,REGRESSION
lfm25,R_concurrent_decode,81,cap32_chunk2048_pollpm_mem0.8,REGRESSION
lfm25,R_concurrent_decode,82,cap32_chunk2048_pollpm_mem0.85,REGRESSION
lfm25,R_concurrent_decode,83,cap32_chunk2048_pollpm_mem0.9,REGRESSION
lfm25,R_concurrent_decode,84,cap32_chunk2048_polfcfs_mem0.75,REGRESSION
lfm25,R_concurrent_decode,85,cap32_chunk2048_polfcfs_mem0.8,REGRESSION
lfm25,R_concurrent_decode,86,cap32_chunk2048_polfcfs_mem0.85,REGRESSION
lfm25,R_concurrent_decode,87,cap32_chunk2048_polfcfs_mem0.9,REGRESSION
lfm25,R_concurrent_decode,88,cap32_chunk8192_pollpm_mem0.75,FLAT
lfm25,R_concurrent_decode,89,cap32_chunk8192_pollpm_mem0.8,REGRESSION
lfm25,R_concurrent_decode,90,cap32_chunk8192_pollpm_mem0.85,REGRESSION
lfm25,R_concurrent_decode,91,cap32_chunk8192_pollpm_mem0.9,FLAT
lfm25,R_concurrent_decode,92,cap32_chunk8192_polfcfs_mem0.75,REGRESSION
lfm25,R_concurrent_decode,93,cap32_chunk8192_polfcfs_mem0.8,REGRESSION
lfm25,R_concurrent_decode,94,cap32_chunk8192_polfcfs_mem0.85,FLAT
lfm25,R_concurrent_decode,95,cap32_chunk8192_polfcfs_mem0.9,FLAT
lfm25,R_concurrent_decode,96,cap48_chunk-1_pollpm_mem0.75,FLAT
lfm25,R_concurrent_decode,97,cap48_chunk-1_pollpm_mem0.8,FLAT
lfm25,R_concurrent_decode,98,cap48_chunk-1_pollpm_mem0.85,REGRESSION
lfm25,R_concurrent_decode,99,cap48_chunk-1_pollpm_mem0.9,REGRESSION
lfm25,R_concurrent_decode,100,cap48_chunk-1_polfcfs_mem0.75,WIN
lfm25,R_concurrent_decode,101,cap48_chunk-1_polfcfs_mem0.8,FLAT
lfm25,R_concurrent_decode,102,cap48_chunk-1_polfcfs_mem0.85,FLAT
lfm25,R_concurrent_decode,103,cap48_chunk-1_polfcfs_mem0.9,WIN
lfm25,R_concurrent_decode,104,cap48_chunk2048_pollpm_mem0.75,REGRESSION
lfm25,R_concurrent_decode,105,cap48_chunk2048_pollpm_mem0.8,REGRESSION
lfm25,R_concurrent_decode,106,cap48_chunk2048_pollpm_mem0.85,REGRESSION
lfm25,R_concurrent_decode,107,cap48_chunk2048_pollpm_mem0.9,REGRESSION
lfm25,R_concurrent_decode,108,cap48_chunk2048_polfcfs_mem0.75,REGRESSION
lfm25,R_concurrent_decode,109,cap48_chunk2048_polfcfs_mem0.8,REGRESSION
lfm25,R_concurrent_decode,110,cap48_chunk2048_polfcfs_mem0.85,REGRESSION
lfm25,R_concurrent_decode,111,cap48_chunk2048_polfcfs_mem0.9,REGRESSION
lfm25,R_concurrent_decode,112,cap48_chunk8192_pollpm_mem0.75,REGRESSION
lfm25,R_concurrent_decode,113,cap48_chunk8192_pollpm_mem0.8,REGRESSION
lfm25,R_concurrent_decode,114,cap48_chunk8192_pollpm_mem0.85,WIN
lfm25,R_concurrent_decode,115,cap48_chunk8192_pollpm_mem0.9,FLAT
lfm25,R_concurrent_decode,116,cap48_chunk8192_polfcfs_mem0.75,REGRESSION
lfm25,R_concurrent_decode,117,cap48_chunk8192_polfcfs_mem0.8,FLAT
lfm25,R_concurrent_decode,118,cap48_chunk8192_polfcfs_mem0.85,FLAT
lfm25,R_concurrent_decode,119,cap48_chunk8192_polfcfs_mem0.9,REGRESSION
lfm25,R_concurrent_decode,120,cap64_chunk-1_pollpm_mem0.75,REGRESSION
lfm25,R_concurrent_decode,121,cap64_chunk-1_pollpm_mem0.8,REGRESSION
lfm25,R_concurrent_decode,122,cap64_chunk-1_pollpm_mem0.85,REGRESSION
lfm25,R_concurrent_decode,123,cap64_chunk-1_pollpm_mem0.9,REGRESSION
lfm25,R_concurrent_decode,124,cap64_chunk-1_polfcfs_mem0.75,REGRESSION
lfm25,R_concurrent_decode,125,cap64_chunk-1_polfcfs_mem0.8,WIN
lfm25,R_concurrent_decode,126,cap64_chunk-1_polfcfs_mem0.85,FLAT
lfm25,R_concurrent_decode,127,cap64_chunk-1_polfcfs_mem0.9,WIN
lfm25,R_concurrent_decode,128,cap64_chunk2048_pollpm_mem0.75,REGRESSION
lfm25,R_concurrent_decode,129,cap64_chunk2048_pollpm_mem0.8,REGRESSION
lfm25,R_concurrent_decode,130,cap64_chunk2048_pollpm_mem0.85,REGRESSION
lfm25,R_concurrent_decode,131,cap64_chunk2048_pollpm_mem0.9,REGRESSION
lfm25,R_concurrent_decode,132,cap64_chunk2048_polfcfs_mem0.75,REGRESSION
lfm25,R_concurrent_decode,133,cap64_chunk2048_polfcfs_mem0.8,REGRESSION
lfm25,R_concurrent_decode,134,cap64_chunk2048_polfcfs_mem0.85,REGRESSION
lfm25,R_concurrent_decode,135,cap64_chunk2048_polfcfs_mem0.9,REGRESSION
lfm25,R_concurrent_decode,136,cap64_chunk8192_pollpm_mem0.75,REGRESSION
lfm25,R_concurrent_decode,137,cap64_chunk8192_pollpm_mem0.8,REGRESSION
lfm25,R_concurrent_decode,138,cap64_chunk8192_pollpm_mem0.85,FLAT
lfm25,R_concurrent_decode,139,cap64_chunk8192_pollpm_mem0.9,REGRESSION
lfm25,R_concurrent_decode,140,cap64_chunk8192_polfcfs_mem0.75,WIN
lfm25,R_concurrent_decode,141,cap64_chunk8192_polfcfs_mem0.8,WIN
lfm25,R_concurrent_decode,142,cap64_chunk8192_polfcfs_mem0.85,WIN
lfm25,R_concurrent_decode,143,cap64_chunk8192_polfcfs_mem0.9,WIN
lfm25,R_concurrent_decode,144,cap96_chunk-1_pollpm_mem0.75,FLAT
lfm25,R_concurrent_decode,145,cap96_chunk-1_pollpm_mem0.8,REGRESSION
lfm25,R_concurrent_decode,146,cap96_chunk-1_pollpm_mem0.85,REGRESSION
lfm25,R_concurrent_decode,147,cap96_chunk-1_pollpm_mem0.9,FLAT
lfm25,R_concurrent_decode,148,cap96_chunk-1_polfcfs_mem0.75,REGRESSION
lfm25,R_concurrent_decode,149,cap96_chunk-1_polfcfs_mem0.8,WIN
lfm25,R_concurrent_decode,150,cap96_chunk-1_polfcfs_mem0.85,FLAT
lfm25,R_concurrent_decode,151,cap96_chunk-1_polfcfs_mem0.9,FLAT
lfm25,R_concurrent_decode,152,cap96_chunk2048_pollpm_mem0.75,REGRESSION
lfm25,R_concurrent_decode,153,cap96_chunk2048_pollpm_mem0.8,REGRESSION
lfm25,R_concurrent_decode,154,cap96_chunk2048_pollpm_mem0.85,REGRESSION
lfm25,R_concurrent_decode,155,cap96_chunk2048_pollpm_mem0.9,REGRESSION
lfm25,R_concurrent_decode,156,cap96_chunk2048_polfcfs_mem0.75,REGRESSION
lfm25,R_concurrent_decode,157,cap96_chunk2048_polfcfs_mem0.8,REGRESSION
lfm25,R_concurrent_decode,158,cap96_chunk2048_polfcfs_mem0.85,REGRESSION
lfm25,R_concurrent_decode,159,cap96_chunk2048_polfcfs_mem0.9,REGRESSION
lfm25,R_concurrent_decode,160,cap96_chunk8192_pollpm_mem0.75,WIN
lfm25,R_concurrent_decode,161,cap96_chunk8192_pollpm_mem0.8,FLAT
lfm25,R_concurrent_decode,162,cap96_chunk8192_pollpm_mem0.85,REGRESSION
lfm25,R_concurrent_decode,163,cap96_chunk8192_pollpm_mem0.9,FLAT
lfm25,R_concurrent_decode,164,cap96_chunk8192_polfcfs_mem0.75,REGRESSION
lfm25,R_concurrent_decode,165,cap96_chunk8192_polfcfs_mem0.8,REGRESSION
lfm25,R_concurrent_decode,166,cap96_chunk8192_polfcfs_mem0.85,FLAT
lfm25,R_concurrent_decode,167,cap96_chunk8192_polfcfs_mem0.9,FLAT
lfm25,R_concurrent_decode,168,cap128_chunk-1_pollpm_mem0.75,REGRESSION
lfm25,R_concurrent_decode,169,cap128_chunk-1_pollpm_mem0.8,FLAT
lfm25,R_concurrent_decode,170,cap128_chunk-1_pollpm_mem0.85,REGRESSION
lfm25,R_concurrent_decode,171,cap128_chunk-1_pollpm_mem0.9,FLAT
lfm25,R_concurrent_decode,172,cap128_chunk-1_polfcfs_mem0.75,WIN
lfm25,R_concurrent_decode,173,cap128_chunk-1_polfcfs_mem0.8,REGRESSION
lfm25,R_concurrent_decode,174,cap128_chunk-1_polfcfs_mem0.85,REGRESSION
lfm25,R_concurrent_decode,175,cap128_chunk-1_polfcfs_mem0.9,REGRESSION
lfm25,R_concurrent_decode,176,cap128_chunk2048_pollpm_mem0.75,REGRESSION
lfm25,R_concurrent_decode,177,cap128_chunk2048_pollpm_mem0.8,REGRESSION
lfm25,R_concurrent_decode,178,cap128_chunk2048_pollpm_mem0.85,REGRESSION
lfm25,R_concurrent_decode,179,cap128_chunk2048_pollpm_mem0.9,REGRESSION
lfm25,R_concurrent_decode,180,cap128_chunk2048_polfcfs_mem0.75,REGRESSION
lfm25,R_concurrent_decode,181,cap128_chunk2048_polfcfs_mem0.8,REGRESSION
lfm25,R_concurrent_decode,182,cap128_chunk2048_polfcfs_mem0.85,REGRESSION
lfm25,R_concurrent_decode,183,cap128_chunk2048_polfcfs_mem0.9,REGRESSION
lfm25,R_concurrent_decode,184,cap128_chunk8192_pollpm_mem0.75,FLAT
lfm25,R_concurrent_decode,185,cap128_chunk8192_pollpm_mem0.8,FLAT
lfm25,R_concurrent_decode,186,cap128_chunk8192_pollpm_mem0.85,REGRESSION
lfm25,R_concurrent_decode,187,cap128_chunk8192_pollpm_mem0.9,WIN
lfm25,R_concurrent_decode,188,cap128_chunk8192_polfcfs_mem0.75,REGRESSION
lfm25,R_concurrent_decode,189,cap128_chunk8192_polfcfs_mem0.8,REGRESSION
lfm25,R_concurrent_decode,190,cap128_chunk8192_polfcfs_mem0.85,WIN
lfm25,R_concurrent_decode,191,cap128_chunk8192_polfcfs_mem0.9,REGRESSION
lfm25,shared_prefix,0,cap8_chunk-1_pollpm_mem0.75,TRADE-OFF
lfm25,shared_prefix,1,cap8_chunk-1_pollpm_mem0.8,TRADE-OFF
lfm25,shared_prefix,2,cap8_chunk-1_pollpm_mem0.85,TRADE-OFF
lfm25,shared_prefix,3,cap8_chunk-1_pollpm_mem0.9,TRADE-OFF
lfm25,shared_prefix,4,cap8_chunk-1_polfcfs_mem0.75,TRADE-OFF
lfm25,shared_prefix,5,cap8_chunk-1_polfcfs_mem0.8,TRADE-OFF
lfm25,shared_prefix,6,cap8_chunk-1_polfcfs_mem0.85,TRADE-OFF
lfm25,shared_prefix,7,cap8_chunk-1_polfcfs_mem0.9,TRADE-OFF
lfm25,shared_prefix,8,cap8_chunk2048_pollpm_mem0.75,TRADE-OFF
lfm25,shared_prefix,9,cap8_chunk2048_pollpm_mem0.8,TRADE-OFF
lfm25,shared_prefix,10,cap8_chunk2048_pollpm_mem0.85,TRADE-OFF
lfm25,shared_prefix,11,cap8_chunk2048_pollpm_mem0.9,TRADE-OFF
lfm25,shared_prefix,12,cap8_chunk2048_polfcfs_mem0.75,TRADE-OFF
lfm25,shared_prefix,13,cap8_chunk2048_polfcfs_mem0.8,TRADE-OFF
lfm25,shared_prefix,14,cap8_chunk2048_polfcfs_mem0.85,TRADE-OFF
lfm25,shared_prefix,15,cap8_chunk2048_polfcfs_mem0.9,TRADE-OFF
lfm25,shared_prefix,16,cap8_chunk8192_pollpm_mem0.75,TRADE-OFF
lfm25,shared_prefix,17,cap8_chunk8192_pollpm_mem0.8,TRADE-OFF
lfm25,shared_prefix,18,cap8_chunk8192_pollpm_mem0.85,TRADE-OFF
lfm25,shared_prefix,19,cap8_chunk8192_pollpm_mem0.9,TRADE-OFF
lfm25,shared_prefix,20,cap8_chunk8192_polfcfs_mem0.75,TRADE-OFF
lfm25,shared_prefix,21,cap8_chunk8192_polfcfs_mem0.8,TRADE-OFF
lfm25,shared_prefix,22,cap8_chunk8192_polfcfs_mem0.85,TRADE-OFF
lfm25,shared_prefix,23,cap8_chunk8192_polfcfs_mem0.9,TRADE-OFF
lfm25,shared_prefix,24,cap16_chunk-1_pollpm_mem0.75,TRADE-OFF
lfm25,shared_prefix,25,cap16_chunk-1_pollpm_mem0.8,TRADE-OFF
lfm25,shared_prefix,26,cap16_chunk-1_pollpm_mem0.85,TRADE-OFF
lfm25,shared_prefix,27,cap16_chunk-1_pollpm_mem0.9,TRADE-OFF
lfm25,shared_prefix,28,cap16_chunk-1_polfcfs_mem0.75,TRADE-OFF
lfm25,shared_prefix,29,cap16_chunk-1_polfcfs_mem0.8,TRADE-OFF
lfm25,shared_prefix,30,cap16_chunk-1_polfcfs_mem0.85,TRADE-OFF
lfm25,shared_prefix,31,cap16_chunk-1_polfcfs_mem0.9,TRADE-OFF
lfm25,shared_prefix,32,cap16_chunk2048_pollpm_mem0.75,TRADE-OFF
lfm25,shared_prefix,33,cap16_chunk2048_pollpm_mem0.8,TRADE-OFF
lfm25,shared_prefix,34,cap16_chunk2048_pollpm_mem0.85,TRADE-OFF
lfm25,shared_prefix,35,cap16_chunk2048_pollpm_mem0.9,TRADE-OFF
lfm25,shared_prefix,36,cap16_chunk2048_polfcfs_mem0.75,TRADE-OFF
lfm25,shared_prefix,37,cap16_chunk2048_polfcfs_mem0.8,TRADE-OFF
lfm25,shared_prefix,38,cap16_chunk2048_polfcfs_mem0.85,TRADE-OFF
lfm25,shared_prefix,39,cap16_chunk2048_polfcfs_mem0.9,TRADE-OFF
lfm25,shared_prefix,40,cap16_chunk8192_pollpm_mem0.75,TRADE-OFF
lfm25,shared_prefix,41,cap16_chunk8192_pollpm_mem0.8,TRADE-OFF
lfm25,shared_prefix,42,cap16_chunk8192_pollpm_mem0.85,TRADE-OFF
lfm25,shared_prefix,43,cap16_chunk8192_pollpm_mem0.9,TRADE-OFF
lfm25,shared_prefix,44,cap16_chunk8192_polfcfs_mem0.75,TRADE-OFF
lfm25,shared_prefix,45,cap16_chunk8192_polfcfs_mem0.8,TRADE-OFF
lfm25,shared_prefix,46,cap16_chunk8192_polfcfs_mem0.85,TRADE-OFF
lfm25,shared_prefix,47,cap16_chunk8192_polfcfs_mem0.9,TRADE-OFF
lfm25,shared_prefix,48,cap24_chunk-1_pollpm_mem0.75,TRADE-OFF
lfm25,shared_prefix,49,cap24_chunk-1_pollpm_mem0.8,TRADE-OFF
lfm25,shared_prefix,50,cap24_chunk-1_pollpm_mem0.85,TRADE-OFF
lfm25,shared_prefix,51,cap24_chunk-1_pollpm_mem0.9,TRADE-OFF
lfm25,shared_prefix,52,cap24_chunk-1_polfcfs_mem0.75,TRADE-OFF
lfm25,shared_prefix,53,cap24_chunk-1_polfcfs_mem0.8,TRADE-OFF
lfm25,shared_prefix,54,cap24_chunk-1_polfcfs_mem0.85,TRADE-OFF
lfm25,shared_prefix,55,cap24_chunk-1_polfcfs_mem0.9,TRADE-OFF
lfm25,shared_prefix,56,cap24_chunk2048_pollpm_mem0.75,WIN
lfm25,shared_prefix,57,cap24_chunk2048_pollpm_mem0.8,WIN
lfm25,shared_prefix,58,cap24_chunk2048_pollpm_mem0.85,WIN
lfm25,shared_prefix,59,cap24_chunk2048_pollpm_mem0.9,WIN
lfm25,shared_prefix,60,cap24_chunk2048_polfcfs_mem0.75,WIN
lfm25,shared_prefix,61,cap24_chunk2048_polfcfs_mem0.8,WIN
lfm25,shared_prefix,62,cap24_chunk2048_polfcfs_mem0.85,WIN
lfm25,shared_prefix,63,cap24_chunk2048_polfcfs_mem0.9,WIN
lfm25,shared_prefix,64,cap24_chunk8192_pollpm_mem0.75,WIN
lfm25,shared_prefix,65,cap24_chunk8192_pollpm_mem0.8,WIN
lfm25,shared_prefix,66,cap24_chunk8192_pollpm_mem0.85,WIN
lfm25,shared_prefix,67,cap24_chunk8192_pollpm_mem0.9,WIN
lfm25,shared_prefix,68,cap24_chunk8192_polfcfs_mem0.75,WIN
lfm25,shared_prefix,69,cap24_chunk8192_polfcfs_mem0.8,WIN
lfm25,shared_prefix,70,cap24_chunk8192_polfcfs_mem0.85,WIN
lfm25,shared_prefix,71,cap24_chunk8192_polfcfs_mem0.9,WIN
lfm25,shared_prefix,72,cap32_chunk-1_pollpm_mem0.75,FLAT
lfm25,shared_prefix,73,cap32_chunk-1_pollpm_mem0.8,FLAT
lfm25,shared_prefix,74,cap32_chunk-1_pollpm_mem0.85,FLAT
lfm25,shared_prefix,75,cap32_chunk-1_pollpm_mem0.9,FLAT
lfm25,shared_prefix,76,cap32_chunk-1_polfcfs_mem0.75,WIN
lfm25,shared_prefix,77,cap32_chunk-1_polfcfs_mem0.8,WIN
lfm25,shared_prefix,78,cap32_chunk-1_polfcfs_mem0.85,WIN
lfm25,shared_prefix,79,cap32_chunk-1_polfcfs_mem0.9,WIN
lfm25,shared_prefix,80,cap32_chunk2048_pollpm_mem0.75,WIN
lfm25,shared_prefix,81,cap32_chunk2048_pollpm_mem0.8,WIN
lfm25,shared_prefix,82,cap32_chunk2048_pollpm_mem0.85,WIN
lfm25,shared_prefix,83,cap32_chunk2048_pollpm_mem0.9,WIN
lfm25,shared_prefix,84,cap32_chunk2048_polfcfs_mem0.75,WIN
lfm25,shared_prefix,85,cap32_chunk2048_polfcfs_mem0.8,WIN
lfm25,shared_prefix,86,cap32_chunk2048_polfcfs_mem0.85,WIN
lfm25,shared_prefix,87,cap32_chunk2048_polfcfs_mem0.9,WIN
lfm25,shared_prefix,88,cap32_chunk8192_pollpm_mem0.75,WIN
lfm25,shared_prefix,89,cap32_chunk8192_pollpm_mem0.8,WIN
lfm25,shared_prefix,90,cap32_chunk8192_pollpm_mem0.85,WIN
lfm25,shared_prefix,91,cap32_chunk8192_pollpm_mem0.9,WIN
lfm25,shared_prefix,92,cap32_chunk8192_polfcfs_mem0.75,WIN
lfm25,shared_prefix,93,cap32_chunk8192_polfcfs_mem0.8,WIN
lfm25,shared_prefix,94,cap32_chunk8192_polfcfs_mem0.85,WIN
lfm25,shared_prefix,95,cap32_chunk8192_polfcfs_mem0.9,WIN
lfm25,shared_prefix,96,cap48_chunk-1_pollpm_mem0.75,TRADE-OFF
lfm25,shared_prefix,97,cap48_chunk-1_pollpm_mem0.8,TRADE-OFF
lfm25,shared_prefix,98,cap48_chunk-1_pollpm_mem0.85,TRADE-OFF
lfm25,shared_prefix,99,cap48_chunk-1_pollpm_mem0.9,TRADE-OFF
lfm25,shared_prefix,100,cap48_chunk-1_polfcfs_mem0.75,TRADE-OFF
lfm25,shared_prefix,101,cap48_chunk-1_polfcfs_mem0.8,TRADE-OFF
lfm25,shared_prefix,102,cap48_chunk-1_polfcfs_mem0.85,TRADE-OFF
lfm25,shared_prefix,103,cap48_chunk-1_polfcfs_mem0.9,TRADE-OFF
lfm25,shared_prefix,104,cap48_chunk2048_pollpm_mem0.75,WIN
lfm25,shared_prefix,105,cap48_chunk2048_pollpm_mem0.8,WIN
lfm25,shared_prefix,106,cap48_chunk2048_pollpm_mem0.85,WIN
lfm25,shared_prefix,107,cap48_chunk2048_pollpm_mem0.9,WIN
lfm25,shared_prefix,108,cap48_chunk2048_polfcfs_mem0.75,WIN
lfm25,shared_prefix,109,cap48_chunk2048_polfcfs_mem0.8,WIN
lfm25,shared_prefix,110,cap48_chunk2048_polfcfs_mem0.85,WIN
lfm25,shared_prefix,111,cap48_chunk2048_polfcfs_mem0.9,WIN
lfm25,shared_prefix,112,cap48_chunk8192_pollpm_mem0.75,WIN
lfm25,shared_prefix,113,cap48_chunk8192_pollpm_mem0.8,WIN
lfm25,shared_prefix,114,cap48_chunk8192_pollpm_mem0.85,WIN
lfm25,shared_prefix,115,cap48_chunk8192_pollpm_mem0.9,WIN
lfm25,shared_prefix,116,cap48_chunk8192_polfcfs_mem0.75,WIN
lfm25,shared_prefix,117,cap48_chunk8192_polfcfs_mem0.8,WIN
lfm25,shared_prefix,118,cap48_chunk8192_polfcfs_mem0.85,TRADE-OFF
lfm25,shared_prefix,119,cap48_chunk8192_polfcfs_mem0.9,WIN
lfm25,shared_prefix,120,cap64_chunk-1_pollpm_mem0.75,TRADE-OFF
lfm25,shared_prefix,121,cap64_chunk-1_pollpm_mem0.8,TRADE-OFF
lfm25,shared_prefix,122,cap64_chunk-1_pollpm_mem0.85,TRADE-OFF
lfm25,shared_prefix,123,cap64_chunk-1_pollpm_mem0.9,TRADE-OFF
lfm25,shared_prefix,124,cap64_chunk-1_polfcfs_mem0.75,TRADE-OFF
lfm25,shared_prefix,125,cap64_chunk-1_polfcfs_mem0.8,TRADE-OFF
lfm25,shared_prefix,126,cap64_chunk-1_polfcfs_mem0.85,TRADE-OFF
lfm25,shared_prefix,127,cap64_chunk-1_polfcfs_mem0.9,TRADE-OFF
lfm25,shared_prefix,128,cap64_chunk2048_pollpm_mem0.75,TRADE-OFF
lfm25,shared_prefix,129,cap64_chunk2048_pollpm_mem0.8,TRADE-OFF
lfm25,shared_prefix,130,cap64_chunk2048_pollpm_mem0.85,TRADE-OFF
lfm25,shared_prefix,131,cap64_chunk2048_pollpm_mem0.9,TRADE-OFF
lfm25,shared_prefix,132,cap64_chunk2048_polfcfs_mem0.75,TRADE-OFF
lfm25,shared_prefix,133,cap64_chunk2048_polfcfs_mem0.8,TRADE-OFF
lfm25,shared_prefix,134,cap64_chunk2048_polfcfs_mem0.85,TRADE-OFF
lfm25,shared_prefix,135,cap64_chunk2048_polfcfs_mem0.9,TRADE-OFF
lfm25,shared_prefix,136,cap64_chunk8192_pollpm_mem0.75,TRADE-OFF
lfm25,shared_prefix,137,cap64_chunk8192_pollpm_mem0.8,TRADE-OFF
lfm25,shared_prefix,138,cap64_chunk8192_pollpm_mem0.85,TRADE-OFF
lfm25,shared_prefix,139,cap64_chunk8192_pollpm_mem0.9,TRADE-OFF
lfm25,shared_prefix,140,cap64_chunk8192_polfcfs_mem0.75,TRADE-OFF
lfm25,shared_prefix,141,cap64_chunk8192_polfcfs_mem0.8,TRADE-OFF
lfm25,shared_prefix,142,cap64_chunk8192_polfcfs_mem0.85,TRADE-OFF
lfm25,shared_prefix,143,cap64_chunk8192_polfcfs_mem0.9,TRADE-OFF
lfm25,shared_prefix,144,cap96_chunk-1_pollpm_mem0.75,TRADE-OFF
lfm25,shared_prefix,145,cap96_chunk-1_pollpm_mem0.8,TRADE-OFF
lfm25,shared_prefix,146,cap96_chunk-1_pollpm_mem0.85,TRADE-OFF
lfm25,shared_prefix,147,cap96_chunk-1_pollpm_mem0.9,TRADE-OFF
lfm25,shared_prefix,148,cap96_chunk-1_polfcfs_mem0.75,TRADE-OFF
lfm25,shared_prefix,149,cap96_chunk-1_polfcfs_mem0.8,TRADE-OFF
lfm25,shared_prefix,150,cap96_chunk-1_polfcfs_mem0.85,TRADE-OFF
lfm25,shared_prefix,151,cap96_chunk-1_polfcfs_mem0.9,TRADE-OFF
lfm25,shared_prefix,152,cap96_chunk2048_pollpm_mem0.75,TRADE-OFF
lfm25,shared_prefix,153,cap96_chunk2048_pollpm_mem0.8,TRADE-OFF
lfm25,shared_prefix,154,cap96_chunk2048_pollpm_mem0.85,TRADE-OFF
lfm25,shared_prefix,155,cap96_chunk2048_pollpm_mem0.9,TRADE-OFF
lfm25,shared_prefix,156,cap96_chunk2048_polfcfs_mem0.75,TRADE-OFF
lfm25,shared_prefix,157,cap96_chunk2048_polfcfs_mem0.8,TRADE-OFF
lfm25,shared_prefix,158,cap96_chunk2048_polfcfs_mem0.85,TRADE-OFF
lfm25,shared_prefix,159,cap96_chunk2048_polfcfs_mem0.9,TRADE-OFF
lfm25,shared_prefix,160,cap96_chunk8192_pollpm_mem0.75,TRADE-OFF
lfm25,shared_prefix,161,cap96_chunk8192_pollpm_mem0.8,TRADE-OFF
lfm25,shared_prefix,162,cap96_chunk8192_pollpm_mem0.85,TRADE-OFF
lfm25,shared_prefix,163,cap96_chunk8192_pollpm_mem0.9,TRADE-OFF
lfm25,shared_prefix,164,cap96_chunk8192_polfcfs_mem0.75,TRADE-OFF
lfm25,shared_prefix,165,cap96_chunk8192_polfcfs_mem0.8,TRADE-OFF
lfm25,shared_prefix,166,cap96_chunk8192_polfcfs_mem0.85,TRADE-OFF
lfm25,shared_prefix,167,cap96_chunk8192_polfcfs_mem0.9,TRADE-OFF
lfm25,shared_prefix,168,cap128_chunk-1_pollpm_mem0.75,TRADE-OFF
lfm25,shared_prefix,169,cap128_chunk-1_pollpm_mem0.8,TRADE-OFF
lfm25,shared_prefix,170,cap128_chunk-1_pollpm_mem0.85,TRADE-OFF
lfm25,shared_prefix,171,cap128_chunk-1_pollpm_mem0.9,TRADE-OFF
lfm25,shared_prefix,172,cap128_chunk-1_polfcfs_mem0.75,TRADE-OFF
lfm25,shared_prefix,173,cap128_chunk-1_polfcfs_mem0.8,TRADE-OFF
lfm25,shared_prefix,174,cap128_chunk-1_polfcfs_mem0.85,TRADE-OFF
lfm25,shared_prefix,175,cap128_chunk-1_polfcfs_mem0.9,TRADE-OFF
lfm25,shared_prefix,176,cap128_chunk2048_pollpm_mem0.75,TRADE-OFF
lfm25,shared_prefix,177,cap128_chunk2048_pollpm_mem0.8,TRADE-OFF
lfm25,shared_prefix,178,cap128_chunk2048_pollpm_mem0.85,TRADE-OFF
lfm25,shared_prefix,179,cap128_chunk2048_pollpm_mem0.9,TRADE-OFF
lfm25,shared_prefix,180,cap128_chunk2048_polfcfs_mem0.75,TRADE-OFF
lfm25,shared_prefix,181,cap128_chunk2048_polfcfs_mem0.8,TRADE-OFF
lfm25,shared_prefix,182,cap128_chunk2048_polfcfs_mem0.85,TRADE-OFF
lfm25,shared_prefix,183,cap128_chunk2048_polfcfs_mem0.9,TRADE-OFF
lfm25,shared_prefix,184,cap128_chunk8192_pollpm_mem0.75,TRADE-OFF
lfm25,shared_prefix,185,cap128_chunk8192_pollpm_mem0.8,TRADE-OFF
lfm25,shared_prefix,186,cap128_chunk8192_pollpm_mem0.85,TRADE-OFF
lfm25,shared_prefix,187,cap128_chunk8192_pollpm_mem0.9,TRADE-OFF
lfm25,shared_prefix,188,cap128_chunk8192_polfcfs_mem0.75,TRADE-OFF
lfm25,shared_prefix,189,cap128_chunk8192_polfcfs_mem0.8,TRADE-OFF
lfm25,shared_prefix,190,cap128_chunk8192_polfcfs_mem0.85,TRADE-OFF
lfm25,shared_prefix,191,cap128_chunk8192_polfcfs_mem0.9,TRADE-OFF
lfm25,tool_agent,0,cap8_chunk-1_pollpm_mem0.75,TRADE-OFF
lfm25,tool_agent,1,cap8_chunk-1_pollpm_mem0.8,TRADE-OFF
lfm25,tool_agent,2,cap8_chunk-1_pollpm_mem0.85,TRADE-OFF
lfm25,tool_agent,3,cap8_chunk-1_pollpm_mem0.9,TRADE-OFF
lfm25,tool_agent,4,cap8_chunk-1_polfcfs_mem0.75,TRADE-OFF
lfm25,tool_agent,5,cap8_chunk-1_polfcfs_mem0.8,TRADE-OFF
